#mOTU	consensus_taxonomy	S_Normal_025_008M	S_Normal_025_17M	S_Normal_025_34M	S_Normal_025_068M	S_Normal_025_102M	S_Normal_050_008M	S_Normal_050_17M	S_Normal_050_34M	S_Normal_050_068M	S_Normal_050_102M	S_Normal_100_008M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_068M	S_Normal_400_102M
ref_mOTU_v3_02630	Providencia alcalifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004119778	0	0	0	0	0.003648163	0	0	0.001152348	0	0.001460567	0.00157029	0.001324585
ref_mOTU_v3_03877	Aerococcus urinaehominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119594077	0	0	0.00078895	0.002737553	0	0	0	0	0	0.001061337	0	0.002103783	0	0	0	0
ref_mOTU_v3_10782	Kineococcus radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002265329	0	0	0.001022316	0	0	0.001168395	0	0.001382008	0
ref_mOTU_v3_12052	Desulfomicrobium orale	0	0	0	0	0	0	0	0	0	0	0	0	0.014967084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_12094	Caldilinea aerophila	0	0	0	0	0	0	0	0	0	0	0.002680065	0	0.035625756	0	0	0	0	0	0	0	0.042334693	0.000398057	0	0	0	0	0.003316294	0	0	0
ref_mOTU_v3_11292	Nitrosococcus halophilus	0	0	0	0	0	0	0	0	0	0	0.016669547	0	0.003428823	0	0	0.022442248	0	0	0	0	0	0.003029732	0	0.000750642	0.012493886	0	0.001077138	0	0	0.001449981
ref_mOTU_v3_06488	Leisingera methylohalidivorans	0	0	0	0	0	0	0.008978211	0	0	0	0	0	0	0	0	0	0	0	0	0.005913075	0	0.001867208	0	0.013104016	0.003967569	0	0	0	0	0
ref_mOTU_v3_02951	Olsenella uli	0	0	0	0	0	0	0.004129259	0	0	0	0.011262063	0	0	0	0	0	0	0	0	0	0.009544356	0	0	0	0	0.001707554	0	0	0.005653071	0
ref_mOTU_v3_06131	Ureaplasma parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000789692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11650	Thermocrinis albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004248058	0	0	0	0	0.000560326	0	0	0.000886739	0
ref_mOTU_v3_08052	Corynebacterium testudinoris	0	0	0	0	0	0	0	0.004653187	0	0.007005039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012480665	0	0	0	0.001710471	0.006003949	0.001038944
ref_mOTU_v3_11446	Filifactor alocis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001921947	0	0	0	0.00107961	0	0	0.002840359	0.002518945	0	0	0	0.000440397	0.004001265	0	0.001059283
ref_mOTU_v3_02426	Rathayibacter toxicus	0	0	0	0	0	0.024624859	0	0	0	0	0	0.001876223	0	0	0.008004764	0	0	0	0	0	0	0.003461779	0	0.001814641	0	0	0	0	0	0
ref_mOTU_v3_07481	Acetobacter orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00710917	0	0	0	0.002256119
ref_mOTU_v3_06182	Salinibacter ruber	0	0	0	0	0.027163493	0	0	0	0	0.006067954	0	0.02065118	0	0	0	0	0.006661491	0	0	0.006141684	0	0	0	0	0	0	0	0	0.002878069	0
ref_mOTU_v3_11849	Thiomicrospira cyclica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000508193	0.002990472	0.000489921	0.00236219
ref_mOTU_v3_04474	Paracoccus yeei	0	0	0.160234834	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00417972	0	0	0	0	0	0	0	0	0.004203527	0.002099005	0	0.000768412	0
ref_mOTU_v3_06349	Lactobacillus iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012661628	0	0.005592272	0.000580277	0	0	0	0	0.00280264	0	0.000652455	0.002205316	0.000650964
ref_mOTU_v3_02638	Paraburkholderia phymatum	0	0	0	0	0	0.027521149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315325	0.000313375	0
ref_mOTU_v3_11828	Sulfuricurvum kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001553065	0	0	0	0	0	0	0	0.009269573	0.003648217	0	0	0	0	0
ref_mOTU_v3_06437	Streptococcus urinalis	0	0	0.006697578	0	0	0	0	0	0	0.00871877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002629733	0	0.001054058	0	0
ref_mOTU_v3_10935	Chloroflexus aggregans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000857854	0.002520919	0.001947218	0.005915332	0.00370441	0	0	0	0	0.007932711
ref_mOTU_v3_06047	Corynebacterium efficiens	0	0	0	0	0	0	0.010853883	0	0.045915708	0	0	0.00372688	0	0	0	0	0	0.003842373	0	0	0	0	0	0	0	0.001335199	0.001104433	0	0	0
ref_mOTU_v3_04692	Kozakia baliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003403533	0.000284556	0	0	0	0	0	0.001084134	0.004907936	0	0.001493648	0.004914931	0	0	0.003068798	0
ref_mOTU_v3_08543	Nitrosomonas sp. AL212	0	0	0	0	0.002954269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11346	Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003969554	0	0	0	0	0.001021392	0.009734434	0	0	0.00010845
ref_mOTU_v3_08579	Staphylococcus lutrae	0	0	0	0	0	0	0	0	0	0	0	0.001940505	0.00452241	0.039393868	0	0.010963667	0	0	0	0	0	0	0	0	0.000447465	0	0	0.001685909	0	0
ref_mOTU_v3_03900	Caulobacter vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005309078	0	0.008616102	0.002691842	0	0	0	0.000907199	0	0	0.002177085	0.001071908
ref_mOTU_v3_10941	Acaryochloris marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002775924	0	0.004225299	0	0	0.00421211	0	0	0.003832291	0	0	0.001621575	0.002570258	0.006627595	0.001714178
ref_mOTU_v3_04760	Corynebacterium imitans [Corynebacterium imitans/Corynebacterium sp. HMSC071B10]	0	0	0	0	0	0	0	0	0	0	0.001671618	0	0	0	0	0.011663715	0.062094277	0	0	0	0.001703927	0	0	0	0	0.001159313	0.000783527	0	0	0.004505339
ref_mOTU_v3_02302	Leptotrichia wadei	0	0	0	0	0	0	0	0	0	0.110301236	0	0	0	0	0	0.003525142	0	0	0	0	0	0	0	0.001651435	0	0	0.001104732	0.001480931	0	0.000784197
ref_mOTU_v3_02298	Leptotrichia hofstadii	0	0	0	0	0	0	0	0	0	0	0.006559979	0	0	0	0	0.007127709	0	0	0.002330357	0	0.010780142	0	0	0	0.002169505	0	0	0	9.20E-05	0
ref_mOTU_v3_10988	Hahella chejuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005537933	0	0	0	0	0	0	0.002749443	0.008782962	0	0	0	0.004307515	0	0	0	0.001624342
ref_mOTU_v3_02704	Bifidobacterium scardovii	0	0	0	0	0	0	0	0	0	0	0.009846637	0	0	0	0	0	0.043829758	0	0	0	0	0	0	0	0	0.000695298	0.002651404	0.000317368	0.000707387	0
ref_mOTU_v3_06956	Megamonas hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.003109053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002355183	0.003626005	0.009601452	0.001746857	0.00037009
ref_mOTU_v3_02631	Providencia rustigianii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004946622	0	0	0	0.000943211	0	0	0	0	0.000542497	0	0	0	0.0028287
ref_mOTU_v3_00081	Yokenella regensburgei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012837342	0	0	0.003800835	0	0	0.000876284	0	0	0	0.001772397	0.004454663	0	0.002817612	0
ref_mOTU_v3_01937	Corynebacterium casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004891372	0	0	0	0	0	0.001691589	0	0	0	0	0	0	0	0	0.003549371	0.002681139
ref_mOTU_v3_04823	Acidithiobacillus ferrivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005725703	0.001967036	0	0	0.002107281	0.006846903	0	0	0	0	0	0.001235016	0.003229541	0.00099695
ref_mOTU_v3_00805	Planococcus antarcticus	0	0	0	0	0	0	0	0	0	0	0.045132071	0.000628126	0	0.003438066	0	0	0.007142875	0	0	0.004672724	0.005543781	0	0	0	0	0	0.001895441	0.006220424	0	0.001310895
ref_mOTU_v3_08688	Pseudoalteromonas phenolica	0	0	0	0	0	0	0	0	0	0	0	0.011376549	0	0	0	0	0	0	0.000556722	0	0.000724558	0	0	0	0	0	0	0	0.008742479	0
ref_mOTU_v3_04990	Corynebacterium kroppenstedtii	0	0	0.019680635	0	0	0	0	0	0	0	0	0	0	0.008103363	0.002012428	0	0	0	0	0.010070293	0	0	0	0.002633214	0	0.0045129	0.000201962	0	0	0
ref_mOTU_v3_08758	Corynebacterium phocae	0	0.004250109	0	0	0	0	0	0	0	0	0.003943822	0	0	0	0	0	0.000614172	0	0	0.002887354	0	0	0	0	0	0	0	0.001574624	0	0.001092009
ref_mOTU_v3_05034	Corynebacterium camporealensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009648135	0	0	0	0	0.001720665	0	0	0.00519472	0.002735191	0.002000343	0	0	0.002590857	0.001947342
ref_mOTU_v3_01332	Weissella koreensis	0	0	0	0	0	0	0	0	0	0	0	0.077546608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11407	Thermobaculum terrenum	0	0	0	0	0	0	0.002992138	0	0	0	0	0	0	0.00681047	0.024662916	0	0	0	0	0	0	0	0	0	0	0.000671965	0	0	0.002867773	0.00028612
ref_mOTU_v3_11527	Ilyobacter polytropus	0	0	0	0	0	0	0	0.013120702	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000628513	0	0	0	0	0.000650536	0	0	0
ref_mOTU_v3_12104	Anaerolinea thermophila	0	0	0	0	0	0	0	0	0	0	0	0.021530926	0	0	0	0	0	0	0	0.00182903	0	0	0	0	0	0	0	0	0	0.001834354
ref_mOTU_v3_02290	Laribacter hongkongensis	0	0	0	0	0	0	0	0	0.003645143	0	0	0	0	0	0	0	0	0	0	0.005462373	0	0	0	0	0	0.004058656	0	0	0.000943351	0.000987063
ref_mOTU_v3_03309	Corynebacterium aurimucosum [Corynebacterium sp. HMSC05D03/Corynebacterium aurimucosum/Corynebacterium sp. HMSC062A03/Corynebacterium sp. HMSC069E04/Corynebacterium sp. HMSC072D12/Corynebacterium sp. HMSC066C02]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02059376	0.02011158	0	0	0.001919714	0	0	0	0	0.002900089	0	0.002927345	0	0.0004438
ref_mOTU_v3_04101	Clostridium saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009934301	0	0	0	0	0	0	0	0	0	0	0	0.002734885	0	0	0.001082284	0.000762149
ref_mOTU_v3_09090	Paenibacillus stellifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003439573	0	0	0.005153681	0	0	0	0.000944347	0.004765269	0	0.000344017	0
ref_mOTU_v3_09091	Mycobacterium lacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005168325	0.000422245	0	0
ref_mOTU_v3_11730	Thermodesulfatator indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001823448	0	0.016465386	0	0.001225544	0	0	0	0	0	0	0.001059246	0	0	0
ref_mOTU_v3_11048	Gemmatimonas aurantiaca	0	0	0	0	0	0	0	0	0	0	0.004227746	0	0	0	0	0	0.003156612	0	0	0	0	0.003919997	0	0	0	0.00246974	0	0	0	0
ref_mOTU_v3_11667	Pseudodesulfovibrio aespoeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007124476	0	0.000592989	0	0	0.001600659	0	0.000685074	0	0.001714429
ref_mOTU_v3_06022	Kribbella flavida	0	0	0.029537626	0	0	0	0.005880542	0	0	0	0	0	0.004377234	0	0.016581145	0	0	0	0	0	0.004235706	0.000706577	0	0	0	0	0.004369307	0.001255327	0.000176785	0
ref_mOTU_v3_11876	Thermodesulfobium narugense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009004851	0	0	0	0.00424422	0	0	0	0	0.002115764	0	0	0
ref_mOTU_v3_11802	Paludibacter propionicigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011594857	0	0.001651303	0	0	0	0.01219703	0	0.000870427	0	0	0
ref_mOTU_v3_10204	Mycobacterium parmense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023299744	0	0	0	0	0	0	0	0	0.005179149	0	0	0.001708818	0	0.001834079	0.00319809	0.000889924
ref_mOTU_v3_11224	Xylanimonas cellulosilytica	0	0	0	0	0	0	0	0	0	0	0.004578977	0	0	0	0.007156275	0	0	0	0.00549278	0	0	0	0	0	0	0	0	0.000561323	0.003724119	0
ref_mOTU_v3_11998	Marinithermus hydrothermalis	0	0	0	0	0.011482503	0	0	0	0	0	0	0	0.001616838	0	0	0	0.002047879	0	0.000776842	0	0	0	0	0	0	0	0.002880912	0.00142911	0.006143927	0.001744049
ref_mOTU_v3_10242	Sneathia amnii	0	0	0	0	0	0	0	0	0	0	0	0	0.006343665	0	0	0	0	0.000618938	0	0	0	0.003335151	0	0	0	0.003817451	0	0	0	0
meta_mOTU_v3_13538	Sneathia amnii	0	0	0	0	0	0	0	0	0	0	0	0	0.003430314	0	0	0	0	0.000383706	0	0	0	0.001549442	0	0	0	0.002266661	0	0	0	0
ref_mOTU_v3_11743	Oceanithermus profundus	0	0	0	0	0	0	0	0	0	0	0	0.006495594	0	0	0	0	0	0	0	0	0.008566854	0	0	0	0	0.000842324	0.000370949	0	0	0.003967714
ref_mOTU_v3_06461	Caldithrix abyssi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002930252	0	0	0.002956632	0	0.002766051	0.008770923	0.001600431	0	0	0.003387075	0
ref_mOTU_v3_05945	Pediococcus claussenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016675346	0	0	0.009141516	0	0	0	0	0	0	0	0	0.001943471	0.000230913	0	0.007564942
ref_mOTU_v3_01603	Paenibacillus graminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006964019	0.003418644	0	0	0	0	0.006097276	0.000721373	0	0	0	0	0.000939565	0.001047309	0.000632745	0.002509101	0.001276594
ref_mOTU_v3_01222	Bradyrhizobium paxllaeri	0	0	0	0	0	0	0	0	0	0	0.025703582	0	0	0.002573202	0	0	0	0	0	0	0	0	0	0.011811828	0	0	0	0.001014912	0.00396833	0.005354131
ref_mOTU_v3_08299	Corynebacterium sphenisci	0	0	0	0	0	0	0	0	0	0.085969611	0.004334267	0	0.001685095	0	0	0	0.009066188	0	0	0.002070761	0	0.002340423	0	0	0.002716042	0	0	0	0.000316829	0.003305638
ref_mOTU_v3_11277	Conexibacter woesei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001340366	0	0.002901468	0	0.002613689	0.002808084	0
ref_mOTU_v3_11892	Fluviicola taffensis	0	0	0	0.018809398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007394569	0.011767711	0	0	0	0	0	0	0.001202676	0	0	0	0
ref_mOTU_v3_10470	Corynebacterium atypicum	0	0	0	0	0	0	0.010249245	0	0	0	0	0	0	0	0	0	0.003500712	0.001290587	0	0	0	0	0	0	0	0	0.000640398	0.004279321	0	0.006408432
ref_mOTU_v3_10907	Shewanella denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000501369	0	0	0.001762353	0.001050365	0	0.000556201	0	0	0
ref_mOTU_v3_10579	Neisseria dentiae	0	0	0	0	0	0	0.006276799	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001292757	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_02710	Sulfurospirillum halorespirans	0	0	0	0	0	0	0	0	0	0	0.002527175	0	0	0	0.005258483	0.005646945	0	0	0	0	0	0	0.004129285	0	0	0	0	0.001457719	0.001654583	0.00119428
ref_mOTU_v3_01508	Sinorhizobium americanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003392397	0	0	0	0	0	0	0	0	0	0	0	0.002181968	0.002919262	0.000507191
ref_mOTU_v3_06041	Haematobacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008365874	0	0.00045796	0	0	0.003233595	0
ref_mOTU_v3_07546	Actinoplanes friuliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006296172	0	0	0	0	0.002505293	0	0	0	0	0.003250295	0.001414195	0.001289049	0	0.0033337	0.000961608	0.001242098
ref_mOTU_v3_11653	Deferribacter desulfuricans	0	0	0	0	0	0.001384962	0	0	0	0	0.003201689	0	0	0	0	0.005244812	0	0.006565622	0	0	0	0.003593081	0	0	0	0	0.001540321	0	0	0.000394645
ref_mOTU_v3_11100	Methylocella silvestris	0	0	0	0	0	0	0	0	0.029657039	0	0	0	0	0	0	0	0	0.010940901	0.010093785	0	0	0	0	0	0	0.004666196	0	0.001037169	0	0
ref_mOTU_v3_01221	Planococcus rifietoensis	0	0	0	0	0	0	0	0.004625659	0	0	0	0	0	0	0.006707441	0.029716303	0	0	0	0	0	0	0.001829086	0	0	0	0	0	0	0.001618483
ref_mOTU_v3_11496	Sulfurimonas autotrophica	0	0	0	0	0	0	0	0	0	0	0.022424281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000909	0.003555554	0	0	0.000395398
ref_mOTU_v3_08275	Corynebacterium aquilae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098802	0	0	0	0	0	0	0	0	0	0.008801179	0	0.003835247	0	0.000234901	0.000683256	0.003354284
ref_mOTU_v3_01757	Dickeya dianthicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003569007	0	0	0	0	0.002558144	0	0	0	0	0.001010493	0	0	0	0.000350641
ref_mOTU_v3_01755	Novosphingobium pentaromativorans [Novosphingobium pentaromativorans/Novosphingobium sp. PP1Y]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001672989	0	0	0	0	0	0	0	0	0.000630381	0.000665914	0	0.004707598	0	0
ref_mOTU_v3_10684	Bermanella marisrubri	0	0	0	0	0	0	0	0	0	0	0.001838768	0	0	0	0	0	0.001839825	0	0	0	0	0	0.000715667	0	0	0.000809827	0	0.000657401	0	0
ref_mOTU_v3_10889	Parvularcula bermudensis	0	0	0	0	0	0	0	0.02509065	0	0	0	0.023914025	0	0	0	0	0	0	0	0.007866378	0.001594517	0	0	0	0.00045579	0	0	0.001651799	0	0
ref_mOTU_v3_11112	Dinoroseobacter shibae	0	0	0	0	0	0	0	0	0	0	0	0.007206455	0.010257145	0	0	0	0	0	0	0	0	0	0	0	0	0.004441094	0	0.002065968	0	0
ref_mOTU_v3_11014	Polaromonas naphthalenivorans	0	0	0	0	0	0.027244603	0	0	0	0	0	0	0	0	0.001521227	0	0	0	0	0	0	0	0	0.007839869	0	0	0.002759757	0.00155268	0	0
ref_mOTU_v3_02044	Stenotrophomonas rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00190754	0	0.007697816	0.006001284	0.00325503	0.002950161	0	0	0	0	0	0	0.012721827	0.00285035
ref_mOTU_v3_03774	Spiroplasma chrysopicola	0	0	0	0	0	0.028147327	0.003545868	0	0	0	0	0	0	0	0	0	0	0	0	0.000844307	0.008197568	0	0	0	0	0.001818854	0.002950568	0	0	0.000855294
ref_mOTU_v3_03775	Spiroplasma syrphidicola	0	0	0	0	0	0	0	0	0.123028577	0	0	0	0	0	0	0	0	0	0	0	0	0.020138362	0	0	0.003559493	0	0	0.00045746	0.001677817	0
ref_mOTU_v3_10699	Mycobacterium saskatchewanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004606463	0	0	0	0	0	0	0	0	0	0.000315598	0	0	0	0	0	0
ref_mOTU_v3_04369	Phaeobacter inhibens	0	0	0	0	0	0	0	0	0.005757702	0	0	0	0	0	0.023404533	0	0.005559496	0	0	0	0	0	0	0.002122104	0	0.001232785	0	0	0.000387876	0
ref_mOTU_v3_02198	Corynebacterium halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011688974	0.001630579	0	0	0.000211626	0	0.008469154	0.000805482	0	0	0	0	0
ref_mOTU_v3_06081	Shewanella psychrophila	0	0.024764468	0	0	0	0	0	0	0	0	0	0	0.002347987	0.002267086	0	0.00294116	0	0	0	0	0	0	0	0.002639007	0	0	0	0.003105738	0.000704954	0
ref_mOTU_v3_05249	Comamonas kerstersii [Acidovorax sp. 12322-1/Acidovorax sp. 121606/Acidovorax sp. 202149/Comamonas kerstersii]	0	0	0	0	0	0	0	0	0.006007759	0	0	0	0	0	0.004418241	0	0	0	0	0	0	0	0	0	0	0	0.000371611	0.001926177	0.003694699	0.015355819
ref_mOTU_v3_11683	Thermovibrio ammonificans	0	0	0	0	0	0	0	0.014379155	0	0	0	0	0	0	0	0	0	0.000564652	0	0	0	0.003758556	0	0	0	0	0.000241463	0	0.008971596	0
ref_mOTU_v3_11986	Belliella baltica	0	0	0	0	0.012788129	0	0	0	0	0	0.005950587	0	0	0.036840863	0	0	0.003654431	0	0	0	0	0	0	0	0	0.001483412	0	0.000311093	0.001967839	0.002580266
ref_mOTU_v3_12009	Desulfitobacterium dichloroeliminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004072869	0	0	0	0	0	0.002407557	0.00194489	0.005987031	0	0.000654314	0	0
ref_mOTU_v3_06094	Cloacibacterium normanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531963	0	0	0	0	0	0	0	0.001544682	0	0	0	0	0	0.000528391
ref_mOTU_v3_11754	Pseudonocardia dioxanivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00355026	0.031688673	0	0	0	0.002685461	0	0.003101138	0.003524734	0	0.002549022	0	0
ref_mOTU_v3_07250	Crinalium epipsammum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005611746	0	0	0	0	0	0	0	0	0.002112796	0	0.012208565	0.002331293	0	0	0
ref_mOTU_v3_04458	Luteibacter rhizovicinus	0.017087118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003398162	0	0	0	0	0	0	0.009004646	0	0	0	0.002861424	0	0.000190779
ref_mOTU_v3_11612	Nautilia profundicola	0	0	0	0	0	0	0	0.054944537	0	0.025007649	0.009441339	0	0	0	0.029425629	0	0	0	0.003450804	0	0.009952084	0.007043518	0	0	0	0.000400162	0	0	0	0.000427759
ref_mOTU_v3_01245	Cupriavidus pinatubonensis	0	0	0	0	0	0	0	0	0.001984997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433156	0	0	0	0.000493644	0	0.001160799
ref_mOTU_v3_10880	Robiginitalea biformata	0	0	0	0	0	0	0	0	0.095194442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003216437	0.004933302	0	0	0.00365394	0
ref_mOTU_v3_06101	Microbulbifer thermotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004147074	0	0.005117017	0.001260985	0	0	0	0	0	0.000941458	0.00167486	0
ref_mOTU_v3_11810	Mahella australiensis	0	0	0.024934202	0	0	0	0	0	0	0	0	0	0	0	0.023352622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001304517
ref_mOTU_v3_11719	Ethanoligenens harbinense	0	0	0	0	0	0	0	0	0	0	0	0.016678697	0	0	0	0	0	0	0.006637611	0	0	0	0	0.009624472	0	0	0.00318637	0	0.000925517	0.002468432
ref_mOTU_v3_12100	Owenweeksia hongkongensis	0	0	0	0	0	0	0	0	0	0.003712848	0	0	0	0.002307496	0	0.008151706	0	0	0.014216293	0	0	0	0	0	0	0	0.00157043	0	0	0
ref_mOTU_v3_11128	Parvibaculum lavamentivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001204113	0	0	0
ref_mOTU_v3_03047	Shewanella decolorationis [Shewanella decolorationis/Shewanella sp. MR-4/Shewanella sp. MR-7/Shewanella sp. ANA-3]	0	0	0.006220605	0	0	0	0	0	0	0	0	0	0	0.003023825	0	0	0	0	0	0	0.001705382	0	0	0	0	0.000764262	0.002876092	0	0.007987913	0
ref_mOTU_v3_03208	Roseomonas gilardii	0	0	0	0	0	0	0	0	0	0	0	0	0.005547169	0	0	0	0.016201506	0.03969859	0	0	0	0.000727777	0	0	0	0.001132605	0	0.000469533	0.005495778	0.001188948
ref_mOTU_v3_11718	Corynebacterium resistens	0	0	0.024272747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407264	0	0	0	0	0	0	0.002021501	0	0
ref_mOTU_v3_11396	Kangiella koreensis	0	0	0	0	0	0	0	0	0	0	0	0.026799785	0	0.006508622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001949959	0
ref_mOTU_v3_04471	Lysobacter gummosus	0	0	0	0	0	0	0	0.007658253	0	0	0	0	0	0	0	0	0.010193687	0.004567901	0	0	0	0	0.002950002	0	0.003151925	0	0.000574002	0.000560559	0.000472105	0
ref_mOTU_v3_03704	Rhodopirellula baltica	0	0	0	0	0	0	0	0	0	0	0	0.001434215	0	0.000964731	0	0	0.003529399	0	0	0	0	0.000580605	0.003705568	0	0	0.002699954	0.001325614	0	0.00020087	0
ref_mOTU_v3_04221	Vibrio ponticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001472633	0.005423223	0	0.001270354	0	0	0	0.003436768
ref_mOTU_v3_03288	Komagataeibacter nataicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014447083	0	0	0	0.005089758	0.01730791	0.001348661	0	0	0	0	0	0	0.004832497	0	0.000118545
ref_mOTU_v3_06122	Neisseria bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006719711	0	0	0.014862418	0.000847294	0	0.002418825	0.000215193	0
ref_mOTU_v3_01032	Lactobacillus kefiranofaciens	0	0	0	0	0	0	0	0.030178473	0	0	0	0	0	0.003859081	0	0	0	0	0	0	0	0	0.012032337	0	0.007043927	0.000417311	0	0	0	0
ref_mOTU_v3_11884	Nitratifractor salsuginis	0	0	0	0	0	0	0	0	0	0	0	0	0.002867979	0	0	0	0	0	0.000694752	0	0	0	0	0	0	0.006131677	0	0	0.003287195	0.001054677
