clade_name	S_Normal_025_008M_MPA4	S_Normal_025_17M_MPA4	S_Normal_025_34M_MPA4	S_Normal_025_068M_MPA4	S_Normal_025_102M_MPA4	S_Normal_050_008M_MPA4	S_Normal_050_17M_MPA4	S_Normal_050_34M_MPA4	S_Normal_050_068M_MPA4	S_Normal_050_102M_MPA4	S_Normal_100_008M_MPA4	S_Normal_100_17M_MPA4	S_Normal_100_34M_MPA4	S_Normal_100_068M_MPA4	S_Normal_100_102M_MPA4	S_Normal_150_008M_MPA4	S_Normal_150_17M_MPA4	S_Normal_150_34M_MPA4	S_Normal_150_068M_MPA4	S_Normal_150_102M_MPA4	S_Normal_200_008M_MPA4	S_Normal_200_17M_MPA4	S_Normal_200_34M_MPA4	S_Normal_200_068M_MPA4	S_Normal_200_102M_MPA4	S_Normal_400_008M_MPA4	S_Normal_400_17M_MPA4	S_Normal_400_34M_MPA4	S_Normal_400_068M_MPA4	S_Normal_400_102M_MPA4
s__Neoasaia_chiangmaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007319	0	0	0	0.002611	0	0	0.0001589	0	0.0005657	0
s__Neomicrococcus_aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400773	0	0	0.000312	0.0011468	0	0	0	0	0.0068521	0.0004589	0	0	0
s__Neorhizobium_galegae	0.0090981	0	0	0	0	0	0	0.0130353	0	0	0	0	0	0	0	0	0.016039	0	0.0075932	0	0	0	0	0	0	0	0	0.0021567	0.0034945	0
s__Neorickettsia_findlayensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000026	0	0.0000058	0.0000181	0	0
s__Neorickettsia_risticii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004263	0.0069102	0.0042949	0	0
s__Neorickettsia_sennetsu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019963	0	0	0.0036467	0	0	0	0.0030067	0	0	0.0019643	0	0.0018901
s__Niabella_ginsenosidivorans	0	0	0	0	0	0	0	0	0	0	0.0208969	0	0	0	0	0	0	0	0	0.0186028	0	0	0	0	0	0	0	0.000668	0.0060384	0
s__Niabella_soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006888	0	0.0061769	0	0	0.0012318	0	0	0	0.0025392	0.0036058	0	0
s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020019	0	0.0041578	0	0	0	0	0	0.0049086	0	0	0	0.0097191	0.001184	0.0002194	0.0028028
s__Nitratifractor_salsuginis	0	0	0	0	0	0	0	0	0	0	0	0	0.0031873	0	0	0	0	0	0.0007001	0	0	0	0	0	0	0.0060353	0	0	0.0034912	0.001155
s__Nitrobacter_hamburgensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028337	0	0	0	0.0048082	0	0	0.001305	0	0	0	0	0.0020224	0.0023394	0.0017098	0
s__Nitrobacter_winogradskyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034647	0	0	0	0	0	0.0022427	0.001597	0	0	0.0044466
s__Nitrosococcus_halophilus	0	0	0	0	0	0	0	0	0	0	0.0180518	0	0.0031118	0	0	0.023897	0	0	0	0	0	0.0032407	0	0.0008866	0.0124593	0	0.0010181	0	0	0.0014731
s__Nitrosococcus_oceani	0	0	0	0	0	0	0	0	0	0	0	0.0245085	0	0.0196657	0	0	0	0.0027478	0	0	0.0019446	0	0	0	0	0.0011317	0.0021881	0.001717	0	0
s__Nitrosococcus_watsonii	0	0	0	0	0	0.0157607	0	0	0	0	0	0	0	0	0	0	0	0	0.0035827	0.0004864	0.0014862	0	0	0	0	0	0.00071	0	0.0154807	0
s__Nitrosomonas_communis	0	0	0	0	0	0	0	0	0	0	0.0028081	0	0	0	0	0	0	0	0.0024189	0	0.0142459	0	0	0	0	0	0	0	0.0028085	0
s__Nitrosomonas_ureae	0	0	0	0	0.0738929	0	0	0	0	0	0	0.0154007	0.0018602	0	0	0	0	0.0024675	0	0	0	0.0021107	0	0	0	0.0006788	0	0	0	0
s__Nitrosospira_multiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021387	0	0.0005879	0	0	0	0	0.0002166
s__Nocardia_otitidiscaviarum	0	0	0	0	0	0	0	0.0268714	0	0	0	0	0	0	0	0	0	0	0.0150033	0.0666407	0	0.0004596	0	0	0.0037484	0.0012296	0	0	0	0
s__Nocardia_seriolae	0	0	0	0	0	0	0	0	0.0106538	0.0068386	0	0	0	0	0	0	0.0007572	0	0	0	0	0	0	0.0004006	0	0	0	0.0005964	0.001193	0
s__Nocardia_terpenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016842	0	0	0	0	0	0	0	0.0082033	0.0011923	0.0087933	0	0	0	0	0.0016445	0.0021936
s__Nocardioides_dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020145	0.0052882	0	0	0	0	0.004983	0	0.0049445	0.0000955	0	0	0	0.0015828
s__Nocardiopsis_alba	0	0	0	0	0	0	0	0.0753768	0	0	0	0	0	0	0	0	0	0	0	0	0.0025723	0.0027353	0	0	0	0	0.0002011	0.0020944	0	0
s__Nodularia_spumigena	0	0	0	0	0	0	0	0	0.0077241	0	0	0	0	0	0	0.0010994	0	0	0	0	0	0	0	0	0	0	0	0	0.0061112	0.0029107
s__Nonlabens_dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0.004463	0	0	0.0078086	0	0	0	0	0	0	0	0.0104167	0	0	0.0025696	0.0006497	0	0.0047533
s__Novibacillus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130414	0	0	0.0031215	0.0017546	0	0	0	0.0003613	0	0	0	0.0049477
s__Novosphingobium_pentaromativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016455	0	0	0	0	0	0	0	0	0.0006142	0.0007049	0	0.0049654	0	0
s__Oblitimonas_alkaliphila	0	0	0	0	0	0	0	0	0	0	0	0	0.0008911	0	0	0	0	0	0.0017522	0	0	0	0	0	0.0006911	0	0	0	0	0
s__Oceanicoccus_sagamiensis	0	0	0	0	0	0	0	0.0033653	0.0123078	0	0	0	0	0	0	0	0	0	0.0035871	0.0117683	0.0311374	0.008906	0.0003743	0	0	0	0.0015303	0.0008814	0.0011694	0
s__Oceanithermus_profundus	0	0	0	0	0	0	0	0	0	0	0	0.0068647	0	0	0	0	0	0	0	0	0.0088228	0	0	0	0	0.0010549	0.0004105	0	0	0.0042982
s__Octadecabacter_antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0.0003186	0	0.0033723	0	0	0.0046121	0	0.0076803	0	0	0	0	0	0	0	0	0	0.0008434
s__Octadecabacter_arcticus	0	0	0	0	0	0	0	0	0	0	0.0023044	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063187	0	0	0.0007784	0	0.0072044
s__Octadecabacter_temperatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048276	0	0	0	0	0	0	0	0	0	0.0002114	0	0.001274	0
s__Oenococcus_oeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002823	0.0034861	0	0	0	0	0	0	0	0	0	0.0005824	0.0015815	0	0
s__Olsenella_uli	0	0	0	0	0	0	0.0043394	0	0	0	0.0131711	0	0	0	0	0	0	0	0	0	0.010164	0	0	0	0	0.0015725	0	0	0.0060123	0
s__Opitutus_terrae	0	0	0	0	0	0	0	0	0.0114266	0	0	0	0	0	0	0	0	0.0012697	0	0	0.0119669	0	0	0	0.0009729	0.0010818	0.0028774	0	0.0011472	0.0014748
s__Orientia_tsutsugamushi	0	0	0	0	0	0	0	0.0051509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019995	0	0.0142023	0	0	0.0013459	0.0018628
s__Ornithobacterium_rhinotracheale	0	0	0	0	0.0137101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016806	0.0198137	0	0.0012212	0.0040317
s__Orrella_dioscoreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049893	0.0057374	0	0	0	0	0	0.0056596	0	0
s__Oscillatoria_acuminata	0	0	0	0	0	0	0	0	0	0.0560225	0	0	0	0	0.0251432	0	0	0	0	0	0.0007509	0	0	0	0	0	0	0	0	0.0013217
s__Oscillibacter_valericigenes	0	0	0	0	0	0	0	0	0	0	0.0200555	0	0	0	0	0	0	0	0	0	0	0	0.0011155	0	0	0	0.0006152	0	0.0002699	0.0011179
s__Owenweeksia_hongkongensis	0	0	0	0	0	0	0	0	0	0.004162	0	0	0	0.002521	0	0.0087388	0	0	0.0145639	0	0	0	0	0	0	0	0.0013449	0	0	0
s__Paenalcaligenes_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289132	0	0.0107656	0	0	0	0	0	0	0	0.0081912	0.0031359	0	0.0057572	0
s__Paenibacillus_crassostreae	0	0.0783463	0	0.0336034	0	0	0.0052026	0	0	0	0	0	0	0	0.0039198	0	0.0059315	0	0	0.0017454	0	0	0	0	0	0	0	0	0	0.0012546
s__Paenibacillus_graminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072412	0.0034726	0	0	0	0	0.0062749	0.0006449	0	0	0	0	0.0008482	0.0012648	0.000709	0.0025691	0.001369
s__Paenibacillus_stellifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036245	0	0	0.0048609	0	0	0	0.000645	0.0045799	0	0.0003761	0
s__Paludibacter_propionicigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123703	0	0.0010155	0	0	0	0.012215	0	0.001151	0	0	0
s__Paludisphaera_borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002117	0	0.0011721	0.0264402	0.0165922	0	0	0	0.0013874	0	0.0022778	0.0018679
s__Pandoraea_apista	0	0	0	0	0	0	0	0	0	0.008397	0	0	0	0	0	0	0	0	0	0	0	0.0025752	0	0.0029365	0	0	0.0035017	0	0	0
s__Pandoraea_faecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003155	0	0	0.0046341	0	0	0	0	0.0011393	0.0022256	0	0	0.0019306
s__Pandoraea_iniqua	0	0	0	0	0	0	0	0	0.0061662	0	0	0	0	0	0.0026857	0	0	0	0	0	0	0	0	0	0	0.0003004	0.0002306	0	0	0
s__Pandoraea_nosoerga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pandoraea_pulmonicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062908	0	0	0	0	0	0	0.0019375	0	0
s__Pandoraea_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014926	0	0.0029425	0.0015024	0	0	0	0.0001433	0
s__Pandoraea_vervacti	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041173	0	0	0.0042975	0	0	0.0019966	0.0003198	0	0	0	0	0.0011868	0	0	0	0
s__Paraburkholderia_megapolitana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092516	0	0	0	0	0	0.0008997	0.004157	0.004618	0	0.0011238	0.00111	0
s__Paraburkholderia_phymatum	0	0	0	0	0	0.0272232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003176	0.0002506	0
s__Paraburkholderia_sprentiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041752	0	0.0037302	0	0	0	0	0	0	0	0	0.0003945	0	0	0	0	0.0007887
s__Paraburkholderia_tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006986	0	0	0	0.0019712
s__Paraburkholderia_xenovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062916	0.0066687	0	0	0	0	0	0	0.00072	0	0	0	0.0009504	0	0.0026927
s__Parachlamydia_acanthamoebae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123505	0	0.0093733	0	0	0	0.0006423	0
s__Paracoccus_aminophilus	0	0	0	0	0	0	0	0.0074411	0	0	0	0	0	0	0	0	0	0	0.0049929	0	0	0	0	0	0	0	0.0004319	0.0011424	0	0
s__Paracoccus_contaminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085541	0.0002296	0	0.011198	0	0.0013113
s__Paracoccus_denitrificans	0	0	0.0660127	0	0	0	0	0	0	0	0.0090528	0.0011695	0.0025756	0	0	0	0	0	0	0	0	0	0.0019662	0	0	0	0	0.0007067	0.002567	0
s__Paracoccus_pantotrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007006	0	0.0012159	0	0	0	0	0.0045836	0.0039106	0
s__Paracoccus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304712	0	0.0034668	0	0	0	0	0.0011171	0	0.0017721	0.0029402	0.0007144	0	0.0020821
s__Paracoccus_yeei	0	0	0.1596444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045584	0	0	0	0	0	0	0	0	0.0043271	0.0020979	0	0.0009936	0
s__Paraglaciecola_psychrophila	0	0	0.0139535	0	0	0	0	0	0	0	0	0	0	0	0.0061865	0	0.0055768	0	0	0.0162172	0	0	0	0	0	0	0	0	0.0123706	0.0006173
s__Paraprevotella_xylaniphila	0	0	0	0	0	0	0	0	0	0	0.0046237	0	0	0	0	0	0	0	0	0	0.0003373	0.0085023	0	0	0	0.0010453	0	0	0	0
s__Pararhodospirillum_photometricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039264	0.0092368	0.0021325	0	0	0	0.0050524	0.0013432	0	0	0	0	0.0020965	0
s__Parascardovia_denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0.0158719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057413	0	0	0.0021358
s__Parvibaculum_lavamentivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011275	0	0	0
s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0.0023817	0	0	0	0	0	0.0048558	0	0.0060318	0.0022183	0	0	0	0	0.0001941	0.0015221	0.0048067	0	0.0035008
s__Parvularcula_bermudensis	0	0	0	0	0	0	0	0.0263503	0	0	0	0.0237465	0	0	0	0	0	0	0	0.0079054	0.0016922	0	0	0	0.0004225	0	0	0.0017127	0	0
s__Pasteurella_dagmatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059723	0	0	0	0	0	0.0030972	0.0018778	0
s__Pediococcus_acidilactici	0	0	0	0	0	0	0.0212253	0	0	0	0	0	0.0075482	0	0	0	0	0	0	0	0	0.0020014	0	0	0	0	0.0070306	0	0.0008465	0
s__Pediococcus_claussenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172213	0	0	0.0092197	0	0	0	0	0	0	0	0	0.0020978	0.0002645	0	0.007886
s__Pediococcus_damnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0296678	0	0	0	0	0	0	0.0029741	0	0	0.0037403	0	0.0028455	0	0	0.002567
s__Pediococcus_inopinatus	0	0.0271163	0	0.0403925	0	0	0	0.0119312	0	0	0	0	0	0	0	0	0	0	0	0	0.0009629	0	0.0039881	0.0014073	0.0069613	0	0	0.0009431	0.0055082	0
s__Pelagibacterium_halotolerans	0	0	0	0	0	0	0	0	0	0	0.0074256	0	0	0	0	0	0.0004828	0	0.0014417	0	0.0009227	0	0.0025335	0.0301134	0	0.0010527	0.0005921	0	0	0.0031937
s__Phaeobacter_gallaeciensis	0	0.0764872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004167	0
s__Phaeobacter_inhibens	0	0.0000609	0	0	0	0	0	0	0.0062979	0	0	0	0	0	0.0256316	0	0.0063151	0	0	0	0	0	0	0.0021815	0	0.0009585	0	0	0.0004356	0
s__Phaeobacter_piscinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phaeobacter_porticola	0	0	0	0	0	0	0.0064106	0	0	0	0	0	0	0	0	0.0037139	0	0	0	0	0	0	0	0.0017558	0	0.0043113	0.0002857	0	0.0022602	0.0048172
s__Phenylobacterium_zucineum	0	0	0	0	0	0	0	0	0	0	0	0.0151043	0	0.003194	0	0	0	0.002904	0.0025079	0	0	0	0	0.000423	0	0	0	0	0	0
s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007731	0	0	0	0	0.0025841	0	0.0007167	0.0003507
s__Photobacterium_frigidiphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048113	0	0.0120643	0	0	0	0	0	0	0.0009103	0	0	0	0	0	0
s__Photobacterium_gaetbulicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038334	0.0020196	0	0	0	0.0066603	0	0	0	0	0	0.0010339	0	0	0
s__Photorhabdus_asymbiotica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055155	0	0	0	0.0000285	0	0	0.0101726	0	0.0021269	0	0	0	0
s__Photorhabdus_heterorhabditis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000099	0	0	0	0	0	0
s__Planctopirus_limnophila	0	0	0	0	0	0	0	0	0	0	0.0141477	0	0	0	0	0	0	0	0.0042157	0	0	0	0	0.0001958	0	0	0.0073059	0	0.0016532	0
s__Planococcus_antarcticus	0	0	0	0	0	0	0	0	0	0	0.045071	0.000641	0	0.0035981	0	0	0.0075808	0	0	0.0047819	0.0066233	0	0	0	0	0	0.0018827	0.0057398	0	0.0012912
s__Planococcus_halocryophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017906	0	0	0	0	0	0	0.0024615	0	0	0.0032462	0	0	0	0	0	0
s__Planococcus_plakortidis	0	0	0.1406911	0	0	0	0	0	0	0	0	0	0	0	0.0075964	0	0.0068105	0	0	0	0	0	0	0	0	0.0046254	0.0062942	0	0	0
s__Planococcus_rifietoensis	0	0	0	0	0	0	0	0.0046071	0	0	0	0	0	0	0.0073327	0.0308691	0	0	0	0	0	0	0.0018236	0	0	0	0	0	0	0.0017192
s__Planococcus_versutus	0	0	0	0	0	0.073813	0	0	0	0	0	0	0	0	0	0	0	0.0172888	0	0	0	0.0018158	0	0	0	0.0012062	0	0	0.001732	0.0004556
s__Pluralibacter_gergoviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004148	0	0	0.0013543	0	0.013788	0.0012344	0	0	0.0002066	0	0.0021354	0
s__Polaribacter_reichenbachii	0	0	0	0	0	0	0.046758	0	0	0	0	0.0018337	0	0	0	0	0	0	0	0.0040441	0.0014472	0	0	0.0113255	0	0.0004282	0.0023005	0	0	0
s__Polaribacter_vadi	0	0	0	0	0	0	0	0	0	0.0105644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1008386	0	0.0002584	0	0	0.0010923
s__Polaromonas_naphthalenivorans	0	0	0	0	0	0.0256933	0	0	0	0	0	0	0	0	0.0015411	0	0	0	0	0	0	0	0	0.0081882	0	0	0.0030247	0.0018491	0	0
s__Polymorphum_gilvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001176	0	0.000836	0.0024155
s__Polynucleobacter_asymbioticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060909	0	0	0	0	0	0.0078453	0	0	0	0	0	0.0017252	0	0	0	0
s__Polynucleobacter_duraquae	0	0	0	0	0	0	0	0	0	0.0484052	0	0	0	0.0127267	0	0	0	0	0	0	0	0.0119882	0	0	0	0	0	0.0018314	0.000857	0
s__Pontibacter_actiniarum	0	0	0	0	0	0	0	0	0	0	0	0.0020056	0	0	0	0	0	0	0	0	0	0.0050215	0	0	0	0	0	0	0.0015524	0
s__Pontibacter_akesuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131973	0.0123885	0	0	0	0.003413	0	0	0	0	0	0	0.001275	0	0	0.0004132	0
s__Pontibacter_korlensis	0	0	0	0	0	0	0	0	0	0	0	0	0.0107534	0	0	0	0	0	0	0	0	0	0.001149	0	0	0.0005526	0	0	0	0
s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	0	0	0.0059212	0	0	0	0	0	0	0.011159	0	0	0	0	0	0	0	0	0	0	0.0031987	0	0	0.0050193
s__Porphyromonas_crevioricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008508	0	0.0122393	0	0.004324	0	0	0.0023005	0
s__Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0.0128185	0	0	0	0.0048889	0	0.0076954	0	0	0	0	0.0044079	0	0	0	0	0.0011226	0.0020933	0.002704	0	0.0078909
s__Pragia_fontium	0	0	0	0	0	0	0	0	0	0.0205915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013263	0	0	0.0026112	0	0.0021817	0.0009899
s__Prevotella_denticola	0	0	0	0	0	0	0.0115568	0	0	0	0	0.0020715	0	0	0	0	0	0	0	0	0	0	0.0009064	0	0.0048373	0	0	0.0011055	0.0009526	0
s__Prevotella_enoeca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213614	0	0	0	0	0	0	0	0	0	0.0028168	0.0025178	0.0060781	0
s__Prevotella_fusca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059142	0.0031395	0	0.000296	0	0	0.0014505	0	0	0	0	0.0003552	0	0.0011214	0.0015132
s__Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042054	0	0	0	0	0	0	0.0022643	0	0	0	0	0	0	0
s__Prevotella_scopos	0	0	0	0	0	0	0	0	0	0	0	0	0.0006037	0	0	0	0	0	0	0	0	0	0	0.0011057	0	0	0.0009063	0	0	0
s__Propionibacterium_acidifaciens	0	0.0059694	0	0	0	0.0234165	0	0.0208679	0	0	0	0	0	0	0	0.0111566	0	0	0	0	0	0	0	0	0	0	0	0.0084381	0.0010423	0.0030325
s__Providencia_alcalifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043017	0	0	0	0	0.0037747	0	0	0.0011845	0	0.0017588	0.001684	0.0015225
s__Providencia_heimbachae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005091	0.0147651	0
s__Providencia_rustigianii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058708	0	0	0	0.0010733	0	0	0	0	0.0006217	0	0	0	0.0033087
s__Pseudarthrobacter_phenanthrenivorans	0	0	0	0	0	0	0.0305965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008292	0	0	0	0	0.0031244	0.0021859	0	0	0.0035939
s__Pseudarthrobacter_sulfonivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036226	0	0	0.0007652	0.0017966	0.0025429	0	0
s__Pseudoalteromonas_phenolica	0	0	0	0	0	0	0	0	0	0	0	0.0110596	0	0	0	0	0	0	0.000547	0	0.0004729	0	0	0	0	0	0	0	0.0084624	0
s__Pseudoalteromonas_piratica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019028	0	0	0.0006032	0.0132981	0	0	0	0.0074372	0	0	0	0	0.0003847	0	0
s__Pseudoalteromonas_rubra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004054	0.009993	0	0	0	0.0016758	0	0	0	0	0	0	0
s__Pseudoalteromonas_tunicata	0	0	0	0	0	0	0	0	0	0.0193318	0	0	0	0	0	0	0.0020053	0	0	0	0	0	0	0	0	0.0020892	0.0003516	0.0017542	0.0039425	0
s__Pseudodesulfovibrio_aespoeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066962	0	0.000595	0	0	0.0015603	0	0.0006097	0	0.0017403
s__Pseudodesulfovibrio_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051696	0.0047396	0.0039334	0.0043596	0.0011532	0	0.0034236
s__Pseudohongiella_spirulinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067203	0	0	0	0	0	0	0.0015824	0.000748	0	0	0
s__Pseudomonas_knackmussii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042718	0	0	0.0032537	0	0.001399	0	0	0.0002556	0
s__Pseudonocardia_dioxanivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034183	0.0331751	0	0	0	0.0025861	0	0.0030845	0.0036834	0	0.0027917	0	0
s__Pseudorhodoplanes_sinuspersici	0	0	0	0	0	0	0	0	0	0	0	0.0018689	0	0	0	0	0	0	0	0	0.011135	0	0	0	0	0	0.0042338	0	0.0014174	0.0011741
s__Pseudothermotoga_thermarum	0	0	0	0	0	0	0	0	0	0.0025136	0	0	0	0.0097389	0	0	0	0	0	0	0	0.0010045	0	0	0.0018333	0	0	0.0006963	0	0.0016063
s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126088	0	0	0.0057363	0	0	0.0009837	0	0.0070496
s__Psychrobacter_urativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062361	0	0	0.0014102	0	0	0	0	0.0020876	0	0.0020399	0.000968	0	0	0
s__Psychroflexus_torquis	0	0	0	0	0	0	0	0	0	0	0	0.0040812	0.0153139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053804	0.0006989	0
s__Psychromonas_ingrahamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011444	0	0	0	0	0	0.0009169	0	0	0	0.0031998
s__Rahnella_aquatilis	0	0	0	0	0	0	0	0.0081388	0	0	0	0	0	0.0100913	0	0	0	0	0	0	0	0	0	0	0	0	0.0024011	0	0.0013335	0
s__Rathayibacter_toxicus	0	0	0	0	0	0.0257878	0	0	0	0	0	0.00177	0	0	0.0078573	0	0	0	0	0	0	0.0035733	0	0.0017915	0	0	0	0	0	0
s__Rathayibacter_tritici	0	0	0	0	0	0	0	0.0261314	0	0	0	0	0	0.0254987	0	0	0	0	0	0	0	0	0.0067682	0.0011184	0	0	0.0012205	0.0074599	0	0
s__Renibacterium_salmoninarum	0	0	0	0.007785	0	0	0	0	0	0	0	0	0	0	0	0.0038245	0	0	0	0	0	0.0019636	0	0.0006563	0	0	0.0009956	0.0017223	0.0010233	0
s__Rhizobacter_gummiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037046	0	0.0008379	0	0	0	0.0011563
s__Rhizobium_grahamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043887	0	0.0038532	0	0.0005204	0.0059288	0.0013453	0
s__Rhodococcus_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042284	0	0	0	0	0	0	0	0	0	0	0.0009997
