trys	classifer	names	names2	Rank	accuracy	precision	recall	F1	PR	F1_score
try_1	KNN	Log_7235	KNNLog_7235	M10_Log_7235	0.989015398	0.944168361	0.897630571	0.917926389	0.849870005	0.966071687
try_2	KNN	Log_7235	KNNLog_7235	M10_Log_7235	0.989015398	0.944168361	0.897630571	0.917926389	0.849870005	0.966071687
try_3	KNN	Log_7235	KNNLog_7235	M10_Log_7235	0.989015398	0.944168361	0.897630571	0.917926389	0.849870005	0.966071687
try_4	KNN	Log_7235	KNNLog_7235	M10_Log_7235	0.989015398	0.944168361	0.897630571	0.917926389	0.849870005	0.966071687
try_0	LR	Log_72346	LRLog_72346	M01_Log_72346	0.974437153	0.821010907	0.826442265	0.822376546	0.68494288	0.891168671
try_1	LR	Log_72346	LRLog_72346	M01_Log_72346	0.974437153	0.821010907	0.826442265	0.822376546	0.68494288	0.891168671
try_2	LR	Log_72346	LRLog_72346	M01_Log_72346	0.974437153	0.821010907	0.826442265	0.822376546	0.68494288	0.891168671
try_3	LR	Log_72346	LRLog_72346	M01_Log_72346	0.974437153	0.821010907	0.826442265	0.822376546	0.68494288	0.891168671
try_4	LR	Log_72346	LRLog_72346	M01_Log_72346	0.974437153	0.821010907	0.826442265	0.822376546	0.68494288	0.891168671
try_0	LR	Log_17246	LRLog_17246	M02_Log_17246	0.972931713	0.819770151	0.797141944	0.805820296	0.660669935	0.889808164
try_1	LR	Log_17246	LRLog_17246	M02_Log_17246	0.972931713	0.819770151	0.797141944	0.805820296	0.660669935	0.889808164
try_2	LR	Log_17246	LRLog_17246	M02_Log_17246	0.972931713	0.819770151	0.797141944	0.805820296	0.660669935	0.889808164
try_3	LR	Log_17246	LRLog_17246	M02_Log_17246	0.972931713	0.819770151	0.797141944	0.805820296	0.660669935	0.889808164
try_4	LR	Log_17246	LRLog_17246	M02_Log_17246	0.972931713	0.819770151	0.797141944	0.805820296	0.660669935	0.889808164
try_0	LR	Log_17465	LRLog_17465	M03_Log_17465	0.971678797	0.842518557	0.770813245	0.802473043	0.654384758	0.90250095
try_1	LR	Log_17465	LRLog_17465	M03_Log_17465	0.971678797	0.842518557	0.770813245	0.802473043	0.654384758	0.90250095
try_2	LR	Log_17465	LRLog_17465	M03_Log_17465	0.971678797	0.842518557	0.770813245	0.802473043	0.654384758	0.90250095
try_3	LR	Log_17465	LRLog_17465	M03_Log_17465	0.971678797	0.842518557	0.770813245	0.802473043	0.654384758	0.90250095
try_4	LR	Log_17465	LRLog_17465	M03_Log_17465	0.971678797	0.842518557	0.770813245	0.802473043	0.654384758	0.90250095
try_0	LR	Log_765	LRLog_765	M04_Log_765	0.971425212	0.82435368	0.783864032	0.801931642	0.652891137	0.89186698
try_1	LR	Log_765	LRLog_765	M04_Log_765	0.971425212	0.82435368	0.783864032	0.801931642	0.652891137	0.89186698
try_2	LR	Log_765	LRLog_765	M04_Log_765	0.971425212	0.82435368	0.783864032	0.801931642	0.652891137	0.89186698
try_3	LR	Log_765	LRLog_765	M04_Log_765	0.971425212	0.82435368	0.783864032	0.801931642	0.652891137	0.89186698
try_4	LR	Log_765	LRLog_765	M04_Log_765	0.971425212	0.82435368	0.783864032	0.801931642	0.652891137	0.89186698
try_0	LR	Log_1734	LRLog_1734	M05_Log_1734	0.971404921	0.798834365	0.806460402	0.800489693	0.650428012	0.876708182
try_1	LR	Log_1734	LRLog_1734	M05_Log_1734	0.971404921	0.798834365	0.806460402	0.800489693	0.650428012	0.876708182
try_2	LR	Log_1734	LRLog_1734	M05_Log_1734	0.971404921	0.798834365	0.806460402	0.800489693	0.650428012	0.876708182
try_3	LR	Log_1734	LRLog_1734	M05_Log_1734	0.971404921	0.798834365	0.806460402	0.800489693	0.650428012	0.876708182
try_4	LR	Log_1734	LRLog_1734	M05_Log_1734	0.971404921	0.798834365	0.806460402	0.800489693	0.650428012	0.876708182
try_0	LR	Log_1765	LRLog_1765	M06_Log_1765	0.971795684	0.82615837	0.778658508	0.799669555	0.650344762	0.893078593
try_1	LR	Log_1765	LRLog_1765	M06_Log_1765	0.971795684	0.82615837	0.778658508	0.799669555	0.650344762	0.893078593
try_2	LR	Log_1765	LRLog_1765	M06_Log_1765	0.971795684	0.82615837	0.778658508	0.799669555	0.650344762	0.893078593
try_3	LR	Log_1765	LRLog_1765	M06_Log_1765	0.971795684	0.82615837	0.778658508	0.799669555	0.650344762	0.893078593
try_4	LR	Log_1765	LRLog_1765	M06_Log_1765	0.971795684	0.82615837	0.778658508	0.799669555	0.650344762	0.893078593
try_0	LR	Log_7346	LRLog_7346	M07_Log_7346	0.971430451	0.827242693	0.777314226	0.799177426	0.649308932	0.893557281
try_1	LR	Log_7346	LRLog_7346	M07_Log_7346	0.971430451	0.827242693	0.777314226	0.799177426	0.649308932	0.893557281
try_2	LR	Log_7346	LRLog_7346	M07_Log_7346	0.971430451	0.827242693	0.777314226	0.799177426	0.649308932	0.893557281
try_3	LR	Log_7346	LRLog_7346	M07_Log_7346	0.971430451	0.827242693	0.777314226	0.799177426	0.649308932	0.893557281
try_4	LR	Log_7346	LRLog_7346	M07_Log_7346	0.971430451	0.827242693	0.777314226	0.799177426	0.649308932	0.893557281
try_0	LR	Log_7345	LRLog_7345	M08_Log_7345	0.970363081	0.811381672	0.790807347	0.797815424	0.648659537	0.883779585
try_1	LR	Log_7345	LRLog_7345	M08_Log_7345	0.970363081	0.811381672	0.790807347	0.797815424	0.648659537	0.883779585
try_2	LR	Log_7345	LRLog_7345	M08_Log_7345	0.970363081	0.811381672	0.790807347	0.797815424	0.648659537	0.883779585
try_3	LR	Log_7345	LRLog_7345	M08_Log_7345	0.970363081	0.811381672	0.790807347	0.797815424	0.648659537	0.883779585
try_4	LR	Log_7345	LRLog_7345	M08_Log_7345	0.970363081	0.811381672	0.790807347	0.797815424	0.648659537	0.883779585
try_0	LR	Log_7235	LRLog_7235	M09_Log_7235	0.971408696	0.802134189	0.798570667	0.797719466	0.647582988	0.878693302
try_1	LR	Log_7235	LRLog_7235	M09_Log_7235	0.971408696	0.802134189	0.798570667	0.797719466	0.647582988	0.878693302
try_2	LR	Log_7235	LRLog_7235	M09_Log_7235	0.971408696	0.802134189	0.798570667	0.797719466	0.647582988	0.878693302
try_3	LR	Log_7235	LRLog_7235	M09_Log_7235	0.971408696	0.802134189	0.798570667	0.797719466	0.647582988	0.878693302
try_4	LR	Log_7235	LRLog_7235	M09_Log_7235	0.971408696	0.802134189	0.798570667	0.797719466	0.647582988	0.878693302
try_0	LR	Log_17234	LRLog_17234	M10_Log_17234	0.971231828	0.807281452	0.792882017	0.796603197	0.64700394	0.881699844
try_1	LR	Log_17234	LRLog_17234	M10_Log_17234	0.971231828	0.807281452	0.792882017	0.796603197	0.64700394	0.881699844
try_2	LR	Log_17234	LRLog_17234	M10_Log_17234	0.971231828	0.807281452	0.792882017	0.796603197	0.64700394	0.881699844
try_3	LR	Log_17234	LRLog_17234	M10_Log_17234	0.971231828	0.807281452	0.792882017	0.796603197	0.64700394	0.881699844
try_4	LR	Log_17234	LRLog_17234	M10_Log_17234	0.971231828	0.807281452	0.792882017	0.796603197	0.64700394	0.881699844
try_0	RF	Log_17235	RFLog_17235	M02_Log_17235	0.990719563	0.967633175	0.911570535	0.936844362	0.882031805	0.97904029
try_1	RF	Log_17235	RFLog_17235	M02_Log_17235	0.991290711	0.970928857	0.912902593	0.939370462	0.886511215	0.981004137
try_2	RF	Log_17235	RFLog_17235	M02_Log_17235	0.991598002	0.97133802	0.918803087	0.942672911	0.892557267	0.981363457
try_3	RF	Log_17235	RFLog_17235	M02_Log_17235	0.991439426	0.968992037	0.918032576	0.941220292	0.889848439	0.980087218
try_4	RF	Log_17235	RFLog_17235	M02_Log_17235	0.991370518	0.97347164	0.914409358	0.941317466	0.890051075	0.982339553
try_0	RF	Log_1725	RFLog_1725	M01_Log_1725	0.992210637	0.954968201	0.928828264	0.940096159	0.887496123	0.973233263
try_1	RF	Log_1725	RFLog_1725	M01_Log_1725	0.992262005	0.960849603	0.92563626	0.940651599	0.889194052	0.976303197
try_2	RF	Log_1725	RFLog_1725	M01_Log_1725	0.992492247	0.95676549	0.930517395	0.941486506	0.890115596	0.974301462
try_3	RF	Log_1725	RFLog_1725	M01_Log_1725	0.99232704	0.959654065	0.925941342	0.94044841	0.888551775	0.975717106
try_4	RF	Log_1725	RFLog_1725	M01_Log_1725	0.992034195	0.95633692	0.92673547	0.939469423	0.886301992	0.973858542
try_0	RF	Log_72345	RFLog_72345	M03_Log_72345	0.991730245	0.950804956	0.935865055	0.941237297	0.890028076	0.970836494
try_1	RF	Log_72345	RFLog_72345	M03_Log_72345	0.991125886	0.946428835	0.932039554	0.937036894	0.882351426	0.968261807
try_2	RF	Log_72345	RFLog_72345	M03_Log_72345	0.991288249	0.941956532	0.939436003	0.938546304	0.884904181	0.965992978
try_3	RF	Log_72345	RFLog_72345	M03_Log_72345	0.991385088	0.94973895	0.93298092	0.938838631	0.885936712	0.970115267
try_4	RF	Log_72345	RFLog_72345	M03_Log_72345	0.990892263	0.941561643	0.934847493	0.93600734	0.880720513	0.965597311
try_0	RF	Log_7235	RFLog_7235	M04_Log_7235	0.992280979	0.957514239	0.932336655	0.942921555	0.893030861	0.974587647
try_1	RF	Log_7235	RFLog_7235	M04_Log_7235	0.991495833	0.945865944	0.933260541	0.937712922	0.883817545	0.968143537
try_2	RF	Log_7235	RFLog_7235	M04_Log_7235	0.9912654	0.949905295	0.925991758	0.935716136	0.879911998	0.970144722
try_3	RF	Log_7235	RFLog_7235	M04_Log_7235	0.99138679	0.949316088	0.928950338	0.93684943	0.882247488	0.969895433
try_4	RF	Log_7235	RFLog_7235	M04_Log_7235	0.991275793	0.94816763	0.927347378	0.935627504	0.879799663	0.969242627
try_0	RF	Log_7234	RFLog_7234	M05_Log_7234	0.991374697	0.956999506	0.927908492	0.939808541	0.887360505	0.973883861
try_1	RF	Log_7234	RFLog_7234	M05_Log_7234	0.990851795	0.956490097	0.919682326	0.935166243	0.879076278	0.973367782
try_2	RF	Log_7234	RFLog_7234	M05_Log_7234	0.991017568	0.955231582	0.920444897	0.935326756	0.878985671	0.972795574
try_3	RF	Log_7234	RFLog_7234	M05_Log_7234	0.991184099	0.959355598	0.920291939	0.936720884	0.882119525	0.975010163
try_4	RF	Log_7234	RFLog_7234	M05_Log_7234	0.991481042	0.956492242	0.927328525	0.938893738	0.886343821	0.973672414
try_0	RF	Log_1726	RFLog_1726	M06_Log_1726	0.991677307	0.953047704	0.927945444	0.938570591	0.884963279	0.97197884
try_1	RF	Log_1726	RFLog_1726	M06_Log_1726	0.991941203	0.956113762	0.926599189	0.939666495	0.886577073	0.973698024
try_2	RF	Log_1726	RFLog_1726	M06_Log_1726	0.991675297	0.956704132	0.920922415	0.936694916	0.881692185	0.973875868
try_3	RF	Log_1726	RFLog_1726	M06_Log_1726	0.99155699	0.954342603	0.92364061	0.93703549	0.882103385	0.972593943
try_4	RF	Log_1726	RFLog_1726	M06_Log_1726	0.99138718	0.955035137	0.922278034	0.936355163	0.881072553	0.972871697
try_0	RF	Log_17234	RFLog_17234	M07_Log_17234	0.991427102	0.95279601	0.923215453	0.935666582	0.880259309	0.971727762
try_1	RF	Log_17234	RFLog_17234	M07_Log_17234	0.991323957	0.951235971	0.923933425	0.935278322	0.879081149	0.970866323
try_2	RF	Log_17234	RFLog_17234	M07_Log_17234	0.990919888	0.946590178	0.922946491	0.93239798	0.873852858	0.968247907
try_3	RF	Log_17234	RFLog_17234	M07_Log_17234	0.990557248	0.946144043	0.919563148	0.930406844	0.870319447	0.967841395
try_4	RF	Log_17234	RFLog_17234	M07_Log_17234	0.991398065	0.956496421	0.921042438	0.936118867	0.880710662	0.973634566
try_0	RF	Log_72346	RFLog_72346	M08_Log_72346	0.9910024	0.944206669	0.930885973	0.935138662	0.879207826	0.967038745
try_1	RF	Log_72346	RFLog_72346	M08_Log_72346	0.99079247	0.940025866	0.93437697	0.93495598	0.878493018	0.96474177
try_2	RF	Log_72346	RFLog_72346	M08_Log_72346	0.990721672	0.936745409	0.935080415	0.933872434	0.877003406	0.962977772
try_3	RF	Log_72346	RFLog_72346	M08_Log_72346	0.990309091	0.9371233	0.927460316	0.930228787	0.870105982	0.962982388
try_4	RF	Log_72346	RFLog_72346	M08_Log_72346	0.990926331	0.940659352	0.934489667	0.935565337	0.879633543	0.965138775
try_0	RF	Log_17245	RFLog_17245	M09_Log_17245	0.991054792	0.957761168	0.916560941	0.93485423	0.877636529	0.974123585
try_1	RF	Log_17245	RFLog_17245	M09_Log_17245	0.991064474	0.953621883	0.921255221	0.935258065	0.878414795	0.971982723
try_2	RF	Log_17245	RFLog_17245	M09_Log_17245	0.991044607	0.955530042	0.91829664	0.934694277	0.877396672	0.972963349
try_3	RF	Log_17245	RFLog_17245	M09_Log_17245	0.990957047	0.955646542	0.917953234	0.934514825	0.877054979	0.972981536
try_4	RF	Log_17245	RFLog_17245	M09_Log_17245	0.990744521	0.957376911	0.913997562	0.932926161	0.874506687	0.973774954
try_0	RF	Log_1735	RFLog_1735	M10_Log_1735	0.990025639	0.969554301	0.895332186	0.928830547	0.867490013	0.97968304
try_1	RF	Log_1735	RFLog_1735	M10_Log_1735	0.990159296	0.966480925	0.900473676	0.930478853	0.869874178	0.978176838
try_2	RF	Log_1735	RFLog_1735	M10_Log_1735	0.989982512	0.965614767	0.900325317	0.930245351	0.869091749	0.977646822
try_3	RF	Log_1735	RFLog_1735	M10_Log_1735	0.990345518	0.970992204	0.898534193	0.931386538	0.871796145	0.980573378
try_4	RF	Log_1735	RFLog_1735	M10_Log_1735	0.99007839	0.969441543	0.895053479	0.928703247	0.867379326	0.979651297
try_0	SVM	MinMaxScaler_72346	SVMMinMaxScaler_72346	M01_MinMaxScaler_72346	0.976182594	0.868623948	0.809699867	0.834953148	0.707123327	0.919267749
try_1	SVM	MinMaxScaler_72346	SVMMinMaxScaler_72346	M01_MinMaxScaler_72346	0.976182594	0.868623948	0.809699867	0.834953148	0.707123327	0.919267749
try_2	SVM	MinMaxScaler_72346	SVMMinMaxScaler_72346	M01_MinMaxScaler_72346	0.976182594	0.868623948	0.809699867	0.834953148	0.707123327	0.919267749
try_3	SVM	MinMaxScaler_72346	SVMMinMaxScaler_72346	M01_MinMaxScaler_72346	0.976182594	0.868623948	0.809699867	0.834953148	0.707123327	0.919267749
try_4	SVM	MinMaxScaler_72346	SVMMinMaxScaler_72346	M01_MinMaxScaler_72346	0.976182594	0.868623948	0.809699867	0.834953148	0.707123327	0.919267749
try_0	SVM	Log_72346	SVMLog_72346	M02_Log_72346	0.978193417	0.905300841	0.772468657	0.828751514	0.702356897	0.940336632
try_1	SVM	Log_72346	SVMLog_72346	M02_Log_72346	0.978193417	0.905300841	0.772468657	0.828751514	0.702356897	0.940336632
try_2	SVM	Log_72346	SVMLog_72346	M02_Log_72346	0.978193417	0.905300841	0.772468657	0.828751514	0.702356897	0.940336632
try_3	SVM	Log_72346	SVMLog_72346	M02_Log_72346	0.978193417	0.905300841	0.772468657	0.828751514	0.702356897	0.940336632
try_4	SVM	Log_72346	SVMLog_72346	M02_Log_72346	0.978193417	0.905300841	0.772468657	0.828751514	0.702356897	0.940336632
try_0	SVM	Log_17345	SVMLog_17345	M03_Log_17345	0.977653477	0.933629603	0.744507795	0.822225046	0.696029206	0.955134524
try_1	SVM	Log_17345	SVMLog_17345	M03_Log_17345	0.977653477	0.933629603	0.744507795	0.822225046	0.696029206	0.955134524
try_2	SVM	Log_17345	SVMLog_17345	M03_Log_17345	0.977653477	0.933629603	0.744507795	0.822225046	0.696029206	0.955134524
try_3	SVM	Log_17345	SVMLog_17345	M03_Log_17345	0.977653477	0.933629603	0.744507795	0.822225046	0.696029206	0.955134524
try_4	SVM	Log_17345	SVMLog_17345	M03_Log_17345	0.977653477	0.933629603	0.744507795	0.822225046	0.696029206	0.955134524
try_0	SVM	Log_17234	SVMLog_17234	M04_Log_17234	0.97773802	0.914912503	0.754460425	0.820821167	0.69324155	0.945282532
try_1	SVM	Log_17234	SVMLog_17234	M04_Log_17234	0.97773802	0.914912503	0.754460425	0.820821167	0.69324155	0.945282532
try_2	SVM	Log_17234	SVMLog_17234	M04_Log_17234	0.97773802	0.914912503	0.754460425	0.820821167	0.69324155	0.945282532
try_3	SVM	Log_17234	SVMLog_17234	M04_Log_17234	0.97773802	0.914912503	0.754460425	0.820821167	0.69324155	0.945282532
try_4	SVM	Log_17234	SVMLog_17234	M04_Log_17234	0.97773802	0.914912503	0.754460425	0.820821167	0.69324155	0.945282532
try_0	SVM	Log_1734	SVMLog_1734	M05_Log_1734	0.977354427	0.912793657	0.753281156	0.821126927	0.689512926	0.943971458
try_1	SVM	Log_1734	SVMLog_1734	M05_Log_1734	0.977354427	0.912793657	0.753281156	0.821126927	0.689512926	0.943971458
try_2	SVM	Log_1734	SVMLog_1734	M05_Log_1734	0.977354427	0.912793657	0.753281156	0.821126927	0.689512926	0.943971458
try_3	SVM	Log_1734	SVMLog_1734	M05_Log_1734	0.977354427	0.912793657	0.753281156	0.821126927	0.689512926	0.943971458
try_4	SVM	Log_1734	SVMLog_1734	M05_Log_1734	0.977354427	0.912793657	0.753281156	0.821126927	0.689512926	0.943971458
try_0	SVM	Log_7235	SVMLog_7235	M06_Log_7235	0.977396863	0.914471873	0.74710159	0.815643341	0.686540608	0.944887902
try_1	SVM	Log_7235	SVMLog_7235	M06_Log_7235	0.977396863	0.914471873	0.74710159	0.815643341	0.686540608	0.944887902
try_2	SVM	Log_7235	SVMLog_7235	M06_Log_7235	0.977396863	0.914471873	0.74710159	0.815643341	0.686540608	0.944887902
try_3	SVM	Log_7235	SVMLog_7235	M06_Log_7235	0.977396863	0.914471873	0.74710159	0.815643341	0.686540608	0.944887902
try_4	SVM	Log_7235	SVMLog_7235	M06_Log_7235	0.977396863	0.914471873	0.74710159	0.815643341	0.686540608	0.944887902
try_0	SVM	MinMaxScaler_236	SVMMinMaxScaler_236	M07_MinMaxScaler_236	0.973586464	0.847332424	0.80546438	0.822167882	0.685810322	0.90608251
try_1	SVM	MinMaxScaler_236	SVMMinMaxScaler_236	M07_MinMaxScaler_236	0.973586464	0.847332424	0.80546438	0.822167882	0.685810322	0.90608251
try_2	SVM	MinMaxScaler_236	SVMMinMaxScaler_236	M07_MinMaxScaler_236	0.973586464	0.847332424	0.80546438	0.822167882	0.685810322	0.90608251
try_3	SVM	MinMaxScaler_236	SVMMinMaxScaler_236	M07_MinMaxScaler_236	0.973586464	0.847332424	0.80546438	0.822167882	0.685810322	0.90608251
try_4	SVM	MinMaxScaler_236	SVMMinMaxScaler_236	M07_MinMaxScaler_236	0.973586464	0.847332424	0.80546438	0.822167882	0.685810322	0.90608251
try_0	SVM	Log_1735	SVMLog_1735	M08_Log_1735	0.976381994	0.923689557	0.738540095	0.816053275	0.68407581	0.949305147
try_1	SVM	Log_1735	SVMLog_1735	M08_Log_1735	0.976381994	0.923689557	0.738540095	0.816053275	0.68407581	0.949305147
try_2	SVM	Log_1735	SVMLog_1735	M08_Log_1735	0.976381994	0.923689557	0.738540095	0.816053275	0.68407581	0.949305147
try_3	SVM	Log_1735	SVMLog_1735	M08_Log_1735	0.976381994	0.923689557	0.738540095	0.816053275	0.68407581	0.949305147
try_4	SVM	Log_1735	SVMLog_1735	M08_Log_1735	0.976381994	0.923689557	0.738540095	0.816053275	0.68407581	0.949305147
try_0	SVM	Log_17235	SVMLog_17235	M09_Log_17235	0.976517511	0.929510486	0.734775846	0.81466525	0.683885208	0.952434348
try_1	SVM	Log_17235	SVMLog_17235	M09_Log_17235	0.976517511	0.929510486	0.734775846	0.81466525	0.683885208	0.952434348
try_2	SVM	Log_17235	SVMLog_17235	M09_Log_17235	0.976517511	0.929510486	0.734775846	0.81466525	0.683885208	0.952434348
try_3	SVM	Log_17235	SVMLog_17235	M09_Log_17235	0.976517511	0.929510486	0.734775846	0.81466525	0.683885208	0.952434348
try_4	SVM	Log_17235	SVMLog_17235	M09_Log_17235	0.976517511	0.929510486	0.734775846	0.81466525	0.683885208	0.952434348
try_0	SVM	Log_1725	SVMLog_1725	M10_Log_1725	0.977182272	0.914407169	0.744821341	0.816126815	0.683629253	0.94475308
try_1	SVM	Log_1725	SVMLog_1725	M10_Log_1725	0.977182272	0.914407169	0.744821341	0.816126815	0.683629253	0.94475308
try_2	SVM	Log_1725	SVMLog_1725	M10_Log_1725	0.977182272	0.914407169	0.744821341	0.816126815	0.683629253	0.94475308
try_3	SVM	Log_1725	SVMLog_1725	M10_Log_1725	0.977182272	0.914407169	0.744821341	0.816126815	0.683629253	0.94475308
try_4	SVM	Log_1725	SVMLog_1725	M10_Log_1725	0.977182272	0.914407169	0.744821341	0.816126815	0.683629253	0.94475308
