SpeciesID	sample_1
Corynebacterium_jeikeium	0
Chlamydia_muridarum	0.00150430525502009
Xylella_fastidiosa	0.00050818126556865
Streptococcus_pyogenes	0
Neisseria_gonorrhoeae	0
Caulobacter_vibrioides	0.0028163804604785
Caldanaerobacter_subterraneus	0.000326542855361909
Streptococcus_mutans	0
Tropheryma_whipplei	0
Chromobacterium_violaceum	0.00244774372526078
Coxiella_burnetii	0
Rickettsia_typhi	0.00284915526494496
Mesoplasma_florum	0
Methylococcus_capsulatus	0
Legionella_pneumophila	0.0116708449833938
Helicobacter_pylori	0
Deinococcus_radiodurans	0.00139026032559837
Aquifex_aeolicus	0
Borreliella_burgdorferi	0
Chlamydia_trachomatis	0
Helicobacter_acinonychis	0
Yersinia_enterocolitica	0
Symbiobacterium_thermophilum	0
Gemmatimonas_aurantiaca	0
Porphyromonas_gingivalis	0
Deferribacter_desulfuricans	0.000757278928923875
Corynebacterium_efficiens	0
Gloeobacter_violaceus	0.00021604038799965
Gluconobacter_oxydans	0
Aliivibrio_fischeri	0.000593261449408447
Lactobacillus_acidophilus	0
Psychrobacter_arcticus	0
Rickettsia_bellii	0
Thermobifida_fusca	0.00080394088181206
Ehrlichia_canis	0.0018379677960947
Nitrobacter_winogradskyi	0.000335053349410907
Nitrosococcus_oceani	0.000616963252354388
Geobacter_metallireducens	0
Sulfurimonas_denitrificans	0
Hahella_chejuensis	0.000832974980168219
Salinibacter_ruber	0
Rhodospirillum_rubrum	0.00230491644906193
Moorella_thermoacetica	0
Anaplasma_phagocytophilum	0.000624739412233915
Ehrlichia_chaffeensis	0.00805488912705572
Neorickettsia_sennetsu	0.00185065624121818
Paraburkholderia_xenovorans	0
Saccharophagus_degradans	0.00213899882207264
Shewanella_denitrificans	0
Nitrobacter_hamburgensis	0.00126467126587646
Sphingopyxis_alaskensis	0.000606440841595303
Roseobacter_denitrificans	0.000769605507246869
Cytophaga_hutchinsonii	0
Granulibacter_bethesdensis	0
Rickettsia_canadensis	0
Oenococcus_oeni	0
Syntrophomonas_wolfei	0
Alkalilimnicola_ehrlichii	0
Magnetococcus_marinus	0.00134376228420372
Shewanella_piezotolerans	0
Syntrophobacter_fumaroxidans	0.00360551117017861
Acidothermus_cellulolyticus	0.000578737596417046
Shewanella_amazonensis	0
Psychromonas_ingrahamii	0.000792239819084803
Dichelobacter_nodosus	0.00134113075277634
Bartonella_bacilliformis	0
Polaromonas_naphthalenivorans	0.000580406520049261
Verminephrobacter_eiseniae	0.00148106158941038
Halorhodospira_halophila	0.000589108191238317
Hungateiclostridium_thermocellum	0.00591272257008478
Desulfotomaculum_reducens	0.00559271906402495
Polynucleobacter_asymbioticus	0.00171117077328652
Flavobacterium_johnsoniae	0
Thermosipho_melanesiensis	0.0019927220756431
Phenylobacterium_zucineum	0.004596313674717
Kineococcus_radiotolerans	0
Parvibaculum_lavamentivorans	0
Roseiflexus_castenholzii	0.000768247576063605
Shewanella_sediminis	0
Acaryochloris_marina	0
Dinoroseobacter_shibae	0
Rickettsia_akari	0.000640824340971868
Shewanella_pealeana	0
Lachnoclostridium_phytofermentans	0.000257535732766965
Acholeplasma_laidlawii	0
Renibacterium_salmoninarum	0
Shewanella_halifaxensis	0.000493463531937619
Cellvibrio_japonicus	0
Ureaplasma_parvum	0.00365776860345729
Histophilus_somni	0
Shewanella_woodyi	0.000476596247628907
Xanthomonas_oryzae	0
Methylacidiphilum_infernorum	0
Leptothrix_cholodnii	0
Beijerinckia_indica	0.000672294474216944
Opitutus_terrae	0.0114389872001177
Natranaerobius_thermophilus	0
Nostoc_punctiforme	0
Paraburkholderia_phymatum	0.000485634462970235
Elusimicrobium_minutum	0.000776313465858273
Chlorobium_limicola	0
Halothermothrix_orenii	0.00164470028232919
Chloroherpeton_thalassium	0
Deinococcus_deserti	0.0084248859567288
Coprothermobacter_proteolyticus	0.000788234542511367
Dictyoglomus_thermophilum	0.00138189620621513
Laribacter_hongkongensis	0
Thermosipho_africanus	0
Gluconacetobacter_diazotrophicus	0.00269844443917777
Sulfurihydrogenibium_azorense	0
Thermomicrobium_roseum	0
Nautilia_profundicola	0.00786921305994841
