data_type	comparison	model	fold	held_out_sample	selection_method	feature_id	species
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Salmonella_enterica	Salmonella_enterica
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	21	Ca-12	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Streptococcus_mutans	Streptococcus_mutans
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Klebsiella_pneumoniae	Klebsiella_pneumoniae
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	22	Nor-15	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Limosilactobacillus_fermentum	Limosilactobacillus_fermentum
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Streptococcus_agalactiae	Streptococcus_agalactiae
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Salmonella_enterica	Salmonella_enterica
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	23	Nor-9	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Nocardia_cyriacigeorgica_D	Nocardia_cyriacigeorgica_D
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Limosilactobacillus_fermentum	Limosilactobacillus_fermentum
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Lactococcus_petauri	Lactococcus_petauri
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Streptococcus_mutans	Streptococcus_mutans
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	24	Ca-8	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Nocardia_cyriacigeorgica_D	Nocardia_cyriacigeorgica_D
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Bacillus_A_cereus	Bacillus_A_cereus
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Lactococcus_petauri	Lactococcus_petauri
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Ferrovibrio_sp002796975	Ferrovibrio_sp002796975
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Caballeronia_sordidicola_A	Caballeronia_sordidicola_A
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	25	Ca-2	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Pseudarthrobacter_polychromogenes	Pseudarthrobacter_polychromogenes
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Lactococcus_petauri	Lactococcus_petauri
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Streptococcus_mutans	Streptococcus_mutans
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	26	Nor-3	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Pseudarthrobacter_polychromogenes	Pseudarthrobacter_polychromogenes
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Bacillus_A_cereus	Bacillus_A_cereus
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Limosilactobacillus_fermentum	Limosilactobacillus_fermentum
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Lactococcus_petauri	Lactococcus_petauri
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Streptococcus_agalactiae	Streptococcus_agalactiae
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Klebsiella_pneumoniae	Klebsiella_pneumoniae
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	27	Nor-5	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Pseudarthrobacter_polychromogenes	Pseudarthrobacter_polychromogenes
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Bacillus_A_cereus	Bacillus_A_cereus
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Limosilactobacillus_fermentum	Limosilactobacillus_fermentum
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Lactococcus_petauri	Lactococcus_petauri
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Streptococcus_agalactiae	Streptococcus_agalactiae
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Streptococcus_mutans	Streptococcus_mutans
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	28	Nor-8	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Limosilactobacillus_fermentum	Limosilactobacillus_fermentum
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Streptococcus_agalactiae	Streptococcus_agalactiae
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Streptococcus_mutans	Streptococcus_mutans
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Staphylococcus_aureus	Staphylococcus_aureus
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Klebsiella_pneumoniae	Klebsiella_pneumoniae
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
Abundance	Nor_vs_Ca	Boruta_RF	29	Ca-15	boruta	Arenimonas_sp003241895	Arenimonas_sp003241895
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Obscuribacter_phosphatis	Obscuribacter_phosphatis
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Bacillus_A_bombysepticus	Bacillus_A_bombysepticus
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Brevibacillus_agri	Brevibacillus_agri
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	JACESI01_sp013911885	JACESI01_sp013911885
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Frigidibacter_sp002423245	Frigidibacter_sp002423245
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Erythrobacter_colymbi	Erythrobacter_colymbi
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Erythrobacter_cryptus	Erythrobacter_cryptus
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Sphingobium_fontiphilum	Sphingobium_fontiphilum
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Sphingomonas_sp001557215	Sphingomonas_sp001557215
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Comamonas_acidovorans	Comamonas_acidovorans
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Zhizhongheella_caldifontis	Zhizhongheella_caldifontis
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Methyloversatilis_discipulorum	Methyloversatilis_discipulorum
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Methyloversatilis_discipulorum_A	Methyloversatilis_discipulorum_A
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Methyloversatilis_thermotolerans	Methyloversatilis_thermotolerans
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Methyloversatilis_universalis	Methyloversatilis_universalis
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Methyloversatilis_universalis_A	Methyloversatilis_universalis_A
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Acinetobacter_baumannii	Acinetobacter_baumannii
Abundance	Nor_vs_Ca	Boruta_RF	30	Nor-2	boruta	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa
