species	taxid_853	taxid_821	taxid_33038	taxid_239935	taxid_165179	taxid_649756	taxid_1680	taxid_74426	taxid_820	taxid_357276	taxid_216816	taxid_28116	taxid_166486	taxid_328813	taxid_1737424	taxid_562	taxid_410072	taxid_292800	taxid_39488	taxid_46506	taxid_47678	taxid_818	taxid_46503	taxid_817	taxid_823	taxid_1308	taxid_208479	taxid_1160721	taxid_2479767	taxid_1547	taxid_1834196	taxid_2877527	taxid_1322	taxid_39485	taxid_187327	taxid_1352	taxid_1550024	taxid_371601	taxid_246787	taxid_1681	taxid_29347	taxid_301301	taxid_33025	taxid_1304	taxid_2500149	taxid_84112	taxid_2733316	taxid_214856	taxid_1522	taxid_729	taxid_1596	taxid_1211417	taxid_1796635	taxid_28111	taxid_29466	taxid_2845092	taxid_28026	taxid_2714355	taxid_1254	taxid_1232428	taxid_1496	taxid_33035	taxid_1685	taxid_105841	taxid_33043	taxid_1912897	taxid_2585118	taxid_2173	taxid_1492	taxid_674529	taxid_28118	taxid_849	taxid_28025	taxid_446660	taxid_39777	taxid_2707299	taxid_2732591	taxid_2610895	taxid_1624	taxid_2093857	taxid_1502	taxid_1288121	taxid_2086584	taxid_2585119	taxid_2714353	taxid_573	taxid_1613	taxid_40545	taxid_1297617	taxid_2714358	taxid_1871021	taxid_1689	taxid_2843645	taxid_2766537	taxid_437897	taxid_851	taxid_1318	taxid_33033	taxid_2584943	taxid_2759177	taxid_2109687	taxid_1335613	taxid_2650157	taxid_328812	taxid_2610896	taxid_1796616	taxid_1982626	taxid_329854	taxid_2844208	taxid_291644	taxid_387090	taxid_2583452	taxid_1686	taxid_2364787	taxid_1358	taxid_626937	taxid_544645	taxid_2841037	taxid_47715	taxid_2764325	taxid_626932	taxid_2650158	taxid_1579	taxid_1605	taxid_33959	taxid_1155388	taxid_2068655	taxid_901	taxid_454155	taxid_1598	taxid_2772085	taxid_1343	taxid_291645	taxid_1796613	taxid_185007	taxid_1623	taxid_84030	taxid_2779518	taxid_154046	taxid_89153	taxid_2682456	taxid_150055	taxid_1042156	taxid_1660	taxid_2780922	taxid_2528203	taxid_387661	taxid_2662363	taxid_78448	taxid_2596672	taxid_2107999	taxid_147206	taxid_202910	taxid_1736	taxid_2564099	taxid_2682455	taxid_199	taxid_1712675	taxid_287	taxid_1590	taxid_39950	taxid_1351	taxid_1309	taxid_2086585	taxid_2041044	taxid_2844199	taxid_39778	taxid_1307	taxid_97478	taxid_154288	taxid_2755405	taxid_582	taxid_881260	taxid_584	taxid_53442	taxid_1529	taxid_2785531	taxid_2724150	taxid_2772080	taxid_2715212	taxid_376805	taxid_1589	taxid_1282	taxid_1229621	taxid_1839799	taxid_2734096	taxid_244366	taxid_185008	taxid_43305	taxid_351091	taxid_905	taxid_571	taxid_1303	taxid_397865	taxid_617123	taxid_2093856	taxid_33945	taxid_2109685	taxid_2690837	taxid_89152	taxid_1302	taxid_1683	taxid_33964	taxid_907	taxid_197	taxid_197614	taxid_1633	taxid_158836	taxid_2317	taxid_684066	taxid_43675	taxid_1812935	taxid_37734	taxid_1305	taxid_1852638	taxid_1597	taxid_1744	taxid_102684	taxid_546	taxid_2003188	taxid_1491	taxid_35787	taxid_2792859	taxid_859	taxid_1501392	taxid_66219	taxid_1759399	taxid_1359	taxid_1505	taxid_2696063	taxid_1287640	taxid_1406512	taxid_433286	taxid_2734262	taxid_2734150	taxid_28037	taxid_113107	taxid_47770	taxid_33037	taxid_28132	taxid_200	taxid_1264	taxid_1563222	taxid_1694	taxid_2846131	taxid_2772090	taxid_2161821	taxid_1727145	taxid_2582419	taxid_1311	taxid_726	taxid_2772086	taxid_2734146	taxid_2772059	taxid_824	taxid_1821749	taxid_1655	taxid_847	taxid_29391	taxid_1134687	taxid_1328	taxid_1335	taxid_1985336	taxid_544580	taxid_2576756	taxid_1156431	taxid_1354	taxid_1561	taxid_1528099	taxid_2772089	taxid_1105171	taxid_564	taxid_850	taxid_1504	taxid_2025876	taxid_28446	taxid_2884447	taxid_712310	taxid_253239	taxid_861	taxid_1260	taxid_1310	taxid_290053	taxid_28127	taxid_2598457	taxid_1197717	taxid_712116	taxid_248315	taxid_28131	taxid_502558	taxid_1985339	taxid_2507162	taxid_1490	taxid_2734197	taxid_195	taxid_46867	taxid_52227	taxid_2787628	taxid_1584	taxid_2144175	taxid_2487118	taxid_508451	taxid_46124	taxid_67827	taxid_182773	taxid_712623	taxid_727	taxid_1463165	taxid_2047	taxid_1679721	taxid_28129	taxid_712122	taxid_2764326	taxid_28901	taxid_2560464	taxid_1599	taxid_357441	taxid_44742	taxid_2772070	taxid_94869	taxid_114527	taxid_315405	taxid_884684	taxid_10325	taxid_1177574	taxid_1805478	taxid_2734105	taxid_1985337	taxid_1366	taxid_546367	taxid_2606626	taxid_2576606	taxid_1852377	taxid_2560544	taxid_706438	taxid_208962	taxid_1870984	taxid_2726954	taxid_712633	taxid_1583	taxid_99179	taxid_54005	taxid_2382163	taxid_2873269	taxid_839	taxid_2663009	taxid_84135	taxid_1622	taxid_169679	taxid_856	taxid_2494234	taxid_2691580	taxid_585	taxid_1520	taxid_84110	taxid_1353	taxid_53345	taxid_167642	taxid_36745	taxid_2562449	taxid_1234680	taxid_1313	taxid_1985340	taxid_1244	taxid_876	taxid_550	taxid_1702221	taxid_249188	taxid_45634	taxid_42817	taxid_133926	taxid_1581	taxid_394958	taxid_43768	taxid_1513	taxid_2789425	taxid_52242	taxid_885040	taxid_375175	taxid_704125	taxid_2169973	taxid_2772067	taxid_1852373	taxid_1583098	taxid_2772066	taxid_1985338	taxid_1587	taxid_58231	taxid_2320868	taxid_569	taxid_2749961	taxid_2779519	taxid_1785995	taxid_1911008	taxid_1338	taxid_67824	taxid_36845	taxid_2582830	taxid_61645	taxid_1499973	taxid_2058152	taxid_2734248	taxid_1531429	taxid_1246	taxid_1702170	taxid_2831890	taxid_732	taxid_1216932	taxid_227942	taxid_1314	taxid_143361	taxid_47493	taxid_28113	taxid_133448	taxid_1868794	taxid_1911009	taxid_2851540	taxid_2133944	taxid_712411	taxid_1796646	taxid_2772084	taxid_2035399	taxid_131111	taxid_2005698	taxid_1852374	taxid_2686210	taxid_28123	taxid_548	taxid_2487150	taxid_285729	taxid_2603296	taxid_395631	taxid_1364	taxid_137732	taxid_2584944	taxid_2772061	taxid_1879049	taxid_1501	taxid_1911007	taxid_1756993	taxid_2684658	taxid_1326	taxid_2507160	taxid_1336	taxid_1661	taxid_28135	taxid_1656	taxid_1911010	taxid_52773	taxid_1750	taxid_28119	taxid_2724619	taxid_2709390	taxid_82983	taxid_2806552	taxid_137591	taxid_29341	taxid_282402	taxid_712471	taxid_622	taxid_1363	taxid_157687	taxid_2690380	taxid_28133	taxid_938155	taxid_1245	taxid_2801997	taxid_631220	taxid_40214	taxid_71452	taxid_61435	taxid_1905730	taxid_2044467	taxid_109790	taxid_2698804	taxid_2005693	taxid_589436	taxid_61648	taxid_28449	taxid_2702	taxid_79604	taxid_1340	taxid_2781952	taxid_2489010	taxid_201	taxid_1329	taxid_303541	taxid_1582	taxid_1255	taxid_2173034	taxid_1582152	taxid_2820817	taxid_231049	taxid_1902136	taxid_2507161	taxid_230361	taxid_76860	taxid_2576376	taxid_1280	taxid_1871025	taxid_236753	taxid_1542	taxid_2866570	taxid_2560569	taxid_2005696	taxid_57706	taxid_158787	taxid_1785996	taxid_203	taxid_2772088	taxid_1501662	taxid_28038	taxid_1493	taxid_623	taxid_1639133	taxid_2026240	taxid_1334	taxid_1547448	taxid_76123	taxid_54291	taxid_361101	taxid_172042	taxid_1498	taxid_2734275	taxid_2546350	taxid_2836161	taxid_2841264	taxid_34062	taxid_712357	taxid_82987	taxid_115991	taxid_837	taxid_33871	taxid_1609968	taxid_621	taxid_2583584	taxid_34105	taxid_2598453	taxid_44008	taxid_712710	taxid_2709317	taxid_2772091	taxid_1488	taxid_227945	taxid_2025333	taxid_587	taxid_2571156	taxid_104955	taxid_826	taxid_33034	taxid_69218	taxid_35703	taxid_2695882	taxid_2497860	taxid_1305708	taxid_2005694	taxid_2846069	taxid_1534	taxid_556499	taxid_1648	taxid_54006	taxid_90244	taxid_470565	taxid_2057791	taxid_267212	taxid_1286698	taxid_53346	taxid_2478662	taxid_1805431	taxid_545	taxid_417368	taxid_1972431	taxid_1716543	taxid_1185412	taxid_33905	taxid_204	taxid_2844380	taxid_33968	taxid_2772075	taxid_2845432	taxid_2507159	taxid_2068654	taxid_238834	taxid_1556	taxid_61646	taxid_28137	taxid_217159	taxid_1703250	taxid_2845079	taxid_2734	taxid_2599308	taxid_2005701	taxid_1580	taxid_1857099	taxid_69823	taxid_646413	taxid_2483110	taxid_2060307	taxid_712362	taxid_147802	taxid_2051	taxid_2005691	taxid_1573676	taxid_1603886	taxid_1732063	taxid_1871034	taxid_554406	taxid_971	taxid_505	taxid_488	taxid_1117645	taxid_1379	taxid_2529121	taxid_78258	taxid_753	taxid_2751	taxid_2844211	taxid_1884263	taxid_109328	taxid_39441	taxid_2845187	taxid_985	taxid_1494	taxid_2845078	taxid_2749962	taxid_165096	taxid_2718	taxid_1582259	taxid_329381	taxid_2845438	taxid_575	taxid_294671	taxid_1252	taxid_2607629	taxid_2742676	taxid_29360	taxid_1433513	taxid_2420313	taxid_158847	taxid_304207	taxid_1548	taxid_83655	taxid_713030	taxid_33040	taxid_1323523	taxid_1509	taxid_1428	taxid_1382	taxid_114090	taxid_2772074	taxid_1283	taxid_1970093	taxid_2845158	taxid_2756	taxid_712538	taxid_1601	taxid_1006972	taxid_539	taxid_46256	taxid_1510	taxid_2742624	taxid_2560417	taxid_881	taxid_10345	taxid_2301731	taxid_2742632	taxid_1965376	taxid_731	taxid_2845476	taxid_1348613	taxid_2731219	taxid_257758	taxid_187101	taxid_2902423	taxid_267818	taxid_2844036	taxid_645	taxid_1497	taxid_2843984	taxid_46125	taxid_1986146	taxid_2697030	taxid_36874	taxid_208226	taxid_739	taxid_1278232	taxid_1291540	taxid_1398	taxid_2153354	taxid_83129	taxid_116090	taxid_1642646	taxid_9606	taxid_2589987	taxid_294	taxid_2499213	taxid_29430	taxid_1604	taxid_2589991	taxid_2589992	taxid_43767	taxid_648	taxid_2071627	taxid_1629	taxid_485	taxid_244566	taxid_228229	taxid_2490939	taxid_75985	taxid_1288	taxid_996	taxid_2748	taxid_339	taxid_2801546	taxid_2772081	taxid_111015	taxid_1747	taxid_1944646	taxid_47466	taxid_1646340	taxid_2560762	taxid_2772076	taxid_38289	taxid_1218493	taxid_827	taxid_2772077	taxid_735	taxid_2844205	taxid_83683	taxid_632	taxid_43765	taxid_2653932	taxid_1765219	taxid_703	taxid_2883107	taxid_2855394	taxid_2845473	taxid_77635	taxid_2732249	taxid_35760	taxid_2772068	taxid_76517	taxid_2066049	taxid_1767	taxid_2490633	taxid_2840468	taxid_2816908	taxid_84163	taxid_715	taxid_2734045	taxid_1731	taxid_2772072	taxid_2844267
SRR6468502	0.003542802	0.00033249	0.257003891	0.000377821	0	0.169766537	0.000274708	0	0	0.00014035	0.000212451	0	0.003342412	0	0.003437743	0.004817121	0.005566148	0.026867704	0.005389105	0	0	0	0	0	0	0	0.016254864	0	0.002029183	0.002548638	0.066906615	0.146478599	0.002297665	0.001833074	0	0.000775486	0.003731518	0	0	0	0.032587549	0.002128405	0	0.002001946	0.000679961	0.012764591	0.000103249	0	0.015955253	0.0007893	0	0	0.00053035	0	0.001286576	0.000202724	0	0.000131809	0	0	0.006344358	0.004182879	0.000106556	0.001370817	0.001046887	0.016953307	0	0	0	0	0	0	0	0	0.003754864	0	0.000989689	0.000125331	0	0.000309144	0	0	0.000650389	0	0.000630739	0	0	0	0.000278599	0.000572568	0.000792218	0.001185798	0.000946498	0	0	0.01522179	0.000551167	0	0.000336965	0.000703307	0.000141304	0	0	0	0.00053677	0.002933852	0.000261868	0	0	0	0	0.000488132	0	0	0	0.000519066	0	0.000534436	0	0.000481907	0	0	0	0	0	0	0.000542607	0	0	0	0	0	0	0	0.000240078	0	0.000534825	0.000457977	0.000584825	0.000527432	0.000503307	0	0.000339689	0.000107802	0.000113891	0	0	0	0	0.000199416	0	0	0	0.002501946	0	0.000319066	0.001224319	0	0	0	0.002035019	0.000128463	0	0	0	0	0.000287354	0	0	0	0	0	0	0	0	0.00019216	0	0.000133521	0	0	0	0	0	0.000294358	0	0	0	0	0.000120953	0	0	0	0	0	0.000171128	0	0.001065953	0	0.00025	0.000111848	0	0	0	0	0.000519455	0.000211284	0	0	0	0	0	0	0	0	0	0	0	0	0.001819066	0	0	0	0	0	0	0.000133969	0	0	0	0.000154514	0	0	0.000133054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137043	0	0	0	0	0	0	0.007151751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101498	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155428	0	0	0	0	0	0.000139611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR6468504	0.314222932	0.134878146	0.042269277	0.000306073	0.000252417	0.067878546	0.001789053	0.00045026	0.000506592	0.00505793	0.01301638	0.007978426	0.006092689	0.00018354	0.004362765	0.012341191	0.004462645	0.002926089	0.005221734	0	0.000384978	0.021697962	0.000126728	0.025037954	0.006496205	0.000289253	0.003619656	0.000265042	0.003161806	0.002179784	0.001201358	0.000608869	0.001120655	0.009556532	0	0.001335597	0.000462645	0.001399521	0.000385497	0.005065921	0.002788254	0.004982022	0	0.0140831	0.016652018	0.000247183	0.028805433	0	0.000688773	0.020155813	0	0	0.000326049	0.000237715	0.002121055	0.000268198	0.000307111	0.000267679	0	0	0.00219137	0.000744307	0.000292928	0.000176189	0.00113344	0.000886137	0	0.000107791	0	0.000264003	0	0	0	0	0.007135437	0	0.000504994	0.000310268	0	0.000698761	0.001280064	0	0.001082701	0	0.000629644	0	0	0	0.000469037	0.000432681	0.000451858	0	0.000488614	0	0	0	0.001402717	0	0.001489812	0.000337635	0.000540152	0	0	0	0.001020775	0.000536556	0.000229285	0.00034183	0	0.000205633	0.000102038	0.000472233	0	0	0	0.00178346	0	0.000230364	0	0.000397563	0	0	0	0	0	0	0.000771874	0	0	0	0	0.000449061	0	0.000106233	0.000386536	0.000122533	0.000264003	0.000860967	0.000249261	0.000457451	0.008421894	0	0.000232441	0.000106752	0.000530963	0	0	0	0	0.000159329	0	0	0.000927687	0.000178266	0	0.01019177	0	0.001228526	0	0	0	0	0	0	0.000221414	0	0.006795845	0	0.000118338	0.000335517	0	0	0	0	0	0.000323971	0.000266121	0.000167759	0	0	0	0	0	0.000102557	0.000368118	0	0	0.00018354	0.000177747	0	0	0	0	0	0.000120975	0	0	0	0	0	0	0	0	0	0.000369197	0.000139353	0	0	0	0.000148302	0	0	0	0	0	0	0	0	0	0	0.000103596	0	0	0	0	0	0.000189333	0	0	0	0	0	0	0.001093488	0	0.000245066	0.00013356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136197	0	0	0	0.000247183	0	0	0	0	0	0	0	0.000100439	0	0	0	0	0	0	0.00012465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR6468505	0.119836434	0.138822963	0.011614817	0	0	0.00363855	0.000175433	0.000418858	0.070702373	0.007527261	0.003361129	0.005711995	0.002012508	0.001218249	0.009073124	0	0.010054522	0.006810455	0.002809493	0.118970494	0.00805805	0.032873637	0.0103127	0.007576972	0.020542014	0.001842527	0.001394484	0.000101652	0.003845414	0.000189224	0.000296665	0.000302277	0.000364015	0.000728352	0	0.000684092	0.002071841	0.029105196	0.000739096	0	0.000704458	0.001293618	0.010400898	0	0.000373156	0.000676876	0.002325208	0.001890635	0.000737332	0	0	0	0.000211353	0.003296985	0	0.000147867	0.007681206	0.002554522	0	0	0.001199487	0.002307569	0.000223701	0	0.000469532	0.000658595	0.002756575	0	0	0.000877486	0.009737011	0	0	0.001077935	0	0.001812059	0.000454298	0.000442912	0	0.001189064	0	0.001400417	0.000688743	0.000677037	0.000925433	0	0	0	0.000506735	0.000622194	0.000250962	0	0	0	0	0	0	0	0.001374439	0.000364336	0.000826972	0.00041533	0.006480115	0.000449968	0	0.000228352	0.001409237	0.000403143	0	0.000425112	0.000436177	0.00050465	0.000813983	0.000476267	0	0.000606158	0	0.000167094	0	0.000377486	0	0.000709108	0	0	0	0	0.000235568	0	0.000501924	0	0	0	0.000165651	0.000778063	0.000131334	0	0.00015635	0.000246632	0.000132842	0.000153207	0	0	0.000322803	0	0.000173829	0.000800513	0.000199968	0.000123669	0	0	0	0.001686979	0.000181847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000569115	0	0	0	0.000392559	0.00021857	0.00041084	0	0	0.000382938	0.000329217	0	0	0	0	0	0	0	0	0	0	0	0	0.0004195	0	0.000191148	0	0	0	0	0	0	0	0	0	0.000106302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100192	0.000206062	0	0	0	0	0	0.000412123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR6468506	0.161776631	0.071138961	0.004369701	0.010475488	0	0.009684851	0.000659049	0.04410247	0.071710284	0.006251382	0.019830446	0.00582934	0.004214891	0.081662366	0.010622927	0	0.009286767	0.002681533	0.012696277	0.000440472	0.009218577	0.013048286	0.001471434	0.00182031	0.008851825	0	0.001371913	0.010283819	0.004194619	0.000248986	0.000330446	0.000348507	0.000552709	0.003555105	0	0.000954663	0.001240509	0.001659602	0.004633247	0.00033192	0.0012007	0.003282344	0	0.001258201	0.000492628	0.000703833	0.001258938	0.005766679	0.000457243	0.000128013	0	0	0.000487099	0.056690011	0	0	0.035753778	0.003872097	0	0	0.002008846	0.000497051	0.000464062	0	0.000774604	0.0004777	0.002517508	0.012119425	0	0	0.00489495	0	0	0.000719683	0	0.001145042	0.00060247	0.000839108	0	0.001303907	0	0.004424991	0.001290822	0.000992628	0.000956137	0	0	0	0.001215076	0.001037781	0.000416329	0.0002453	0	0	0	0	0.000182473	0	0.000832842	0.000492259	0.000698857	0.00027829	0.000813859	0.000826207	0.000193881	0.000258201	0.000724843	0.022318467	0	0.000423516	0.000154958	0.000332289	0.0034777	0.000737376	0	0.000434759	0.000162366	0.000266495	0	0.00034261	0.000338187	0	0	0	0	0	0.000238666	0	0	0	0	0	0.000101198	0.000634537	0.00013686	0.000144268	0.000146996	0.000200147	0.00016972	0.000127258	0	0	0.00028474	0.00058791	0.00050516	0.000679875	0.000790085	0.000118891	0	0	0	0	0	0	0.007401401	0	0	0	0	0	0	0	0	0.000371729	0.000203096	0	0	0.000224659	0	0	0.000470512	0	0	0	0.00013592	0.000482123	0.000333579	0	0	0	0.000154478	0	0	0	0	0	0	0	0	0.000159528	0	0	0	0.000397346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001086067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234611	0	0	0	0	0	0	0	0	0	0	0.000467379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156082	0	0	0	0	0	0	0	0	0	0	0.000106192	0	0	0	0	0	0	0	0	0	0	0	0	0.000123811	0	0	0	0	0	0.000159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
